t,c,d
19.0601069s,S,45>30
19.0601069s,S,21>46
19.0601069s,S,46>21
19.0601069s,S,37>34
19.0601069s,S,22>41
19.0621074s,S,25>15
19.0621074s,S,50>46
19.0621074s,S,18>50
19.0621074s,S,53>40
19.0621074s,S,35>26
19.0621074s,S,38>13
19.064108s,S,50>49
19.064108s,S,50>6
19.064108s,S,20>52
19.0651081s,S,16>44
19.0651081s,S,50>22
19.0651081s,S,21>15
19.0651081s,S,50>41
19.0651081s,S,50>34
19.0670873s,S,48>4
19.0670873s,S,32>1
19.068088s,D,50>43
19.068088s,S,4>36
19.068088s,S,4>51
19.068088s,S,54>13
19.068088s,S,54>23
19.068088s,C,50>18
19.068088s,C,50>18
19.068088s,S,50>43
19.068088s,C,18>50
19.068088s,C,18>50
19.0701094s,S,20>30
19.0701094s,S,44>17
19.0701094s,S,20>15
19.0721096s,D,34>44
19.0721096s,C,44>52
19.0721096s,S,33>29
19.0721096s,S,31>30
19.0721096s,S,34>44
19.0721096s,C,44>52
19.0721096s,C,52>44
19.0721096s,C,52>44
19.0741102s,D,44>54
19.0741102s,S,35>27
19.0741102s,S,37>24
19.0741102s,S,48>52
19.0741102s,S,35>29
19.0741102s,S,41>28
19.0741102s,C,44>25
19.0741102s,C,25>44
19.0741102s,S,44>54
19.0741102s,C,44>25
19.0741102s,C,25>44
19.0771414s,S,40>33
19.0771414s,S,47>20
19.0771414s,S,47>3
19.0771414s,D,21>16
19.0771414s,S,48>47
19.0771414s,S,33>3
19.0771414s,S,33>43
19.0771414s,S,45>42
19.0771414s,C,21>36
19.0771414s,S,45>5
19.0771414s,S,21>16
19.0771414s,C,21>36
19.0771414s,C,36>21
19.0771414s,C,36>21
19.0790909s,S,54>15
19.0790909s,S,22>7
19.0790909s,S,52>0
19.0801113s,S,50>25
19.0801113s,S,44>16
19.0801113s,S,43>41
19.0801113s,S,50>49
19.0801113s,D,15>51
19.0801113s,C,51>2
19.0801113s,C,2>51
19.0801113s,C,51>2
19.0801113s,C,2>51
19.0801113s,S,15>51
19.0821118s,S,35>25
19.0841094s,S,32>40
19.0841094s,S,6>52
19.0841094s,S,35>33
19.0841094s,S,16>41
19.0841094s,C,50>27
19.0841094s,D,42>50
19.0841094s,C,27>50
19.0841094s,C,50>27
19.0841094s,S,19>33
19.0841094s,S,42>50
19.0841094s,S,52>1
19.0841094s,S,52>23
19.0841094s,C,27>50
19.0861126s,S,44>43
19.0861126s,S,44>6
19.0871128s,S,25>7
19.0871128s,S,21>8
19.0891133s,S,50>2
19.0891133s,S,50>21
19.0891133s,S,50>19
19.0891133s,S,32>41
19.0891133s,S,32>46
19.0910939s,S,21>52
19.0910939s,S,21>28
19.0910939s,S,16>45
19.0910939s,S,4>42
19.0910939s,S,32>19
19.0910939s,S,32>0
19.0931141s,D,30>32
19.0931141s,S,37>40
19.0931141s,S,20>22
19.0931141s,S,30>32
19.0931141s,S,20>5
19.0931141s,S,23>54
19.0931141s,C,32>13
19.0931141s,S,5>34
19.0931141s,S,5>22
19.0931141s,C,13>32
19.0931141s,C,32>13
19.0931141s,C,13>32
19.0951144s,S,6>25
19.0951144s,S,6>46
19.097115s,S,36>31
19.0991152s,S,43>50
19.0991152s,S,21>48
19.0991152s,S,54>1
19.1010944s,S,53>24
19.1020951s,S,32>3
19.1020951s,S,31>22
19.1020951s,D,50>9
19.1020951s,S,31>49
19.1020951s,C,50>13
19.1020951s,C,13>50
19.1020951s,C,50>13
19.1020951s,S,50>9
19.1020951s,C,13>50
19.1030967s,S,36>41
19.1030967s,S,19>23
19.1030967s,S,40>17
19.1030967s,S,5>11
19.1041138s,S,5>53
19.1041138s,S,21>32
19.1061141s,S,24>47
19.1061141s,S,24>37
19.1061141s,S,24>53
19.1071145s,S,15>16
19.1071145s,S,15>43
19.1090983s,S,50>46
19.1090983s,S,54>13
19.1111153s,D,51>14
19.1111153s,S,6>28
19.1111153s,S,22>2
19.1111153s,S,37>19
19.1111153s,S,38>0
19.1111153s,C,51>45
19.1111153s,S,51>14
19.1111153s,C,51>45
19.1111153s,C,45>51
19.1111153s,C,45>51
19.1131159s,D,38>16
19.1131159s,S,25>1
19.1131159s,S,50>22
19.1131159s,S,50>34
19.1131159s,S,9>50
19.1131159s,S,38>16
19.1151164s,S,45>16
19.1161166s,S,24>48
19.1181168s,S,41>31
19.1181168s,S,43>29
19.1181168s,S,45>53
19.1201174s,D,50>3
19.1201174s,S,31>10
19.1201174s,C,50>43
19.1201174s,C,50>43
19.1201174s,S,50>3
19.1201174s,C,43>50
19.1201174s,C,43>50
19.1221179s,S,54>44
19.1221179s,S,25>48
19.1221179s,S,50>40
19.1221179s,S,50>49
19.1231181s,S,45>44
19.1231181s,S,45>1
19.1241182s,S,4>35
19.1241182s,S,4>36
19.1241182s,S,47>1
19.1261187s,S,52>10
19.1261187s,S,33>28
19.1261187s,S,3>49
19.1261187s,S,33>22
19.1261187s,S,50>12
19.1281014s,D,24>31
19.1281014s,S,44>19
19.1281014s,C,31>49
19.1281014s,C,31>49
19.1281014s,C,49>31
19.1281014s,S,24>31
19.1281014s,C,49>31
19.1291027s,S,40>46
19.1291027s,S,50>30
19.1291027s,S,50>42
19.1291027s,S,40>16
19.1301196s,S,38>14
19.1301196s,S,23>20
19.13112s,S,52>1
19.1321201s,S,54>33
19.1321201s,S,45>9
19.1321201s,S,34>30
19.1341207s,D,44>11
19.1341207s,S,20>1
19.1341207s,C,44>43
19.1341207s,C,43>44
19.1341207s,C,44>43
19.1341207s,S,44>11
19.1341207s,C,43>44
19.1361209s,S,54>1
19.1361209s,S,35>19
19.1361209s,S,35>45
19.1401074s,S,53>0
19.1401074s,S,48>25
19.1401074s,S,48>47
19.1411078s,S,15>25
19.1411078s,S,20>42
19.1431084s,S,44>45
19.1431084s,S,50>2
19.1431084s,S,21>52
19.1431084s,S,21>22
19.1431084s,S,50>19
19.1431084s,S,50>25
19.1431084s,S,48>54
19.1451054s,D,14>31
19.1451054s,C,31>46
19.1451054s,C,46>31
19.1451054s,C,31>46
19.1451054s,S,14>31
19.1451054s,C,46>31
19.1461058s,S,15>20
19.148109s,S,21>28
19.148109s,S,4>31
19.1511947s,D,40>31
19.1511947s,S,22>21
19.1511947s,C,40>33
19.1511947s,S,44>34
19.1511947s,C,40>33
19.1511947s,S,40>31
19.1511947s,D,42>31
19.1511947s,S,21>5
19.1511947s,S,21>40
19.1511947s,C,33>40
19.1511947s,C,31>4
19.1511947s,S,42>31
19.1511947s,C,4>31
19.1511947s,C,31>4
19.1511947s,C,33>40
19.1511947s,C,4>31
19.1511947s,C,31>52
19.1511947s,C,52>31
19.1511947s,C,31>52
19.1511947s,C,52>31
19.1531246s,S,40>22
19.1531246s,S,48>32
19.1531246s,S,40>33
19.1531246s,S,5>12
19.1531246s,S,40>2
19.1551252s,S,51>15
19.1551252s,S,14>51
19.1551252s,S,36>4
19.1551252s,S,50>46
19.1571257s,S,19>51
19.1571257s,S,24>51
19.1581261s,S,3>13
19.1591263s,S,16>44
19.1591263s,S,32>30
19.1591263s,S,43>28
19.1591263s,S,44>9
19.1611268s,S,50>22
19.1611268s,S,54>23
19.1611268s,S,47>48
19.1611268s,S,3>50
19.1611268s,S,33>43
19.1631271s,S,33>6
19.1651277s,S,16>21
19.1671282s,D,32>51
19.1671282s,S,4>11
19.1671282s,S,19>15
19.1671282s,S,19>44
19.1671282s,S,50>14
19.1671282s,S,15>49
19.1671282s,C,32>19
19.1671282s,S,21>15
19.1671282s,C,32>19
19.1671282s,C,51>6
19.1671282s,C,19>32
19.1671282s,C,51>6
19.1671282s,C,19>32
19.1671282s,S,32>51
19.1671282s,C,6>51
19.1671282s,C,6>51
19.1691285s,D,50>7
19.1691285s,S,52>48
19.1691285s,S,50>34
19.1691285s,C,50>19
19.1691285s,S,50>7
19.1691285s,C,19>50
19.1691285s,C,50>19
19.1691285s,C,19>50
19.171129s,D,51>20
19.171129s,S,44>31
19.171129s,S,47>3
19.171129s,S,37>42
19.171129s,S,52>10
19.171129s,C,51>28
19.171129s,S,52>0
19.171129s,S,37>24
19.171129s,S,42>3
19.171129s,C,51>28
19.171129s,S,51>20
19.171129s,C,28>51
19.171129s,C,28>51
19.1731296s,S,52>6
19.1731296s,S,45>47
19.1731296s,S,22>40
19.1751298s,D,21>11
19.1751298s,D,34>31
19.1751298s,S,30>45
19.1751298s,C,31>23
19.1751298s,S,32>46
19.1751298s,C,23>31
19.1751298s,C,21>54
19.1751298s,C,23>31
19.1751298s,C,54>21
19.1751298s,C,31>23
19.1751298s,S,32>41
19.1751298s,C,21>54
19.1751298s,S,21>11
19.1751298s,S,34>31
19.1751298s,C,54>21
19.1771304s,S,24>12
19.1771304s,S,6>30
19.1771304s,S,21>13
19.1791309s,S,25>47
19.1821316s,D,15>40
19.1821316s,S,45>13
19.1821316s,C,40>32
19.1821316s,C,40>32
19.1821316s,S,15>40
19.1821316s,C,32>40
19.1821316s,C,32>40
19.1841319s,S,32>1
19.185132s,S,45>0
19.185132s,S,35>26
19.1861324s,S,32>16
19.1891167s,S,25>6
19.1911158s,S,5>43
19.1911158s,S,35>18
19.1911158s,S,19>4
19.1911158s,S,19>33
19.1921171s,S,11>44
19.1941171s,S,32>49
19.1941171s,D,26>31
19.1941171s,S,4>34
19.1941171s,S,25>15
19.1941171s,S,37>3
19.1941171s,S,4>35
19.1941171s,S,26>31
19.1941171s,C,31>14
19.1941171s,C,31>14
19.1941171s,C,14>31
19.1941171s,C,14>31
19.195119s,S,21>52
19.195119s,S,21>50
19.1961349s,S,50>40
19.1961349s,S,37>4
19.1961349s,S,51>32
19.2001185s,S,54>2
19.2001185s,S,45>22
19.2001185s,S,15>36
19.2011215s,S,5>19
19.2011215s,S,5>34
19.2031194s,S,48>17
19.2031194s,S,44>16
19.2031194s,S,44>9
19.2031194s,S,50>46
19.2051188s,S,50>12
19.2051188s,S,50>25
19.2051188s,S,34>5
19.2051188s,S,36>51
19.2051188s,S,20>52
19.2051188s,S,24>5
19.2051188s,S,32>21
19.2051188s,S,24>37
19.2051188s,S,54>33
19.2061198s,S,3>42
19.2061198s,S,19>14
19.2081195s,S,43>15
19.2091229s,S,40>15
19.2111211s,S,7>50
19.2111211s,S,31>2
19.2111211s,S,4>37
19.2111211s,S,21>32
19.2111211s,S,6>23
19.2111211s,S,21>22
19.2121241s,S,31>22
19.2121241s,D,16>31
19.2121241s,C,31>22
19.2121241s,C,22>31
19.2121241s,C,31>22
19.2121241s,S,16>31
19.2121241s,C,22>31
19.2141241s,S,45>16
19.2141241s,S,36>8
19.2151245s,S,50>2
19.2151245s,S,33>19
19.2161393s,S,20>15
19.2181211s,S,50>22
19.2181211s,S,50>34
19.2201401s,S,47>39
19.2201401s,S,44>22
19.2201401s,S,44>45
19.2201401s,S,16>38
19.2221231s,S,6>42
19.2221231s,S,6>25
19.2221231s,S,22>46
19.2231241s,D,50>16
19.2231241s,D,11>31
19.2231241s,S,38>10
19.2231241s,S,35>45
19.2231241s,C,50>7
19.2231241s,C,31>47
19.2231241s,S,47>41
19.2231241s,C,31>47
19.2231241s,C,7>50
19.2231241s,C,16>32
19.2231241s,S,50>16
19.2231241s,C,50>7
19.2231241s,S,11>31
19.2231241s,C,47>31
19.2231241s,C,7>50
19.2231241s,C,16>32
19.2231241s,C,32>16
19.2231241s,C,47>31
19.2231241s,C,32>16
19.2251414s,D,41>4
19.2251414s,S,33>22
19.2251414s,S,21>8
19.2251414s,S,33>28
19.2251414s,S,53>20
19.2251414s,S,25>35
19.2251414s,S,41>4
19.2291278s,S,35>40
19.2291278s,S,34>24
19.2291278s,S,11>21
19.2301279s,S,45>47
19.2331254s,S,20>13
19.2331254s,S,15>43
19.2331254s,S,15>16
19.2341252s,D,7>31
19.2341252s,S,23>10
19.2341252s,C,31>24
19.2341252s,S,7>31
19.2341252s,C,31>24
19.2341252s,C,24>31
19.2341252s,C,24>31
19.235126s,S,38>51
19.235126s,S,32>0
19.2371253s,S,20>39
19.2371253s,S,20>5
19.2381278s,S,54>1
19.23913s,S,52>48
19.23913s,S,52>26
19.23913s,D,21>43
19.23913s,C,21>16
19.23913s,S,21>43
19.23913s,C,21>16
19.23913s,C,16>21
19.23913s,C,16>21
19.2411303s,S,47>38
19.2421304s,S,50>41
19.2421304s,S,36>41
19.2441301s,S,33>3
19.2441301s,S,48>36
19.2441301s,D,38>5
19.2441301s,S,37>12
19.2441301s,S,48>25
19.2441301s,S,38>5
19.2451328s,S,44>9
19.2471308s,S,40>50
19.2471308s,S,40>2
19.2481312s,S,30>38
19.2481312s,S,20>51
19.2491322s,S,21>5
19.2491322s,S,21>40
19.2491322s,S,40>35
19.2501382s,S,50>49
19.252132s,S,25>37
19.252132s,S,40>46
19.252132s,S,20>42
19.252132s,S,40>16
19.252132s,S,19>35
19.252132s,S,5>20
19.2541478s,S,4>13
19.2561302s,S,40>26
19.2561302s,S,40>22
19.2571312s,S,50>30
19.2571312s,S,19>44
19.2571312s,S,35>27
19.2571312s,S,47>18
19.2581325s,S,35>5
19.2581325s,S,35>26
19.2581325s,S,32>28
19.2591326s,S,42>31
19.2591326s,S,31>42
19.2611311s,S,32>3
19.2611311s,D,24>32
19.2611311s,S,32>30
19.2611311s,S,24>32
19.2621324s,S,4>48
19.2621324s,S,36>15
19.2641321s,S,4>41
19.2641321s,S,50>46
19.2641321s,S,32>46
19.2651337s,S,52>10
19.2661347s,S,32>48
19.2661347s,S,50>22
19.2661347s,S,50>34
19.2681335s,D,32>16
19.2681335s,S,4>43
19.2681335s,S,50>25
19.2681335s,S,32>16
19.2691336s,S,37>46
19.2691336s,S,15>41
19.2691336s,S,37>24
19.2701349s,S,48>41
19.2701349s,S,22>33
19.2701349s,S,21>28
19.2701349s,S,24>18
19.2701349s,S,51>11
19.2701349s,S,21>8
19.2701349s,S,51>32
19.2721334s,S,5>21
19.275135s,S,54>20
19.275135s,S,3>48
19.275135s,S,54>33
19.2761354s,S,22>7
19.2761354s,S,45>6
19.2771358s,S,32>1
19.2791355s,D,42>40
19.2791355s,S,21>17
19.2791355s,S,44>34
19.2791355s,C,40>26
19.2791355s,S,6>47
19.2791355s,C,40>26
19.2791355s,C,42>43
19.2791355s,S,5>22
19.2791355s,C,42>43
19.2791355s,S,21>22
19.2791355s,S,44>31
19.2791355s,C,26>40
19.2791355s,S,42>40
19.2791355s,C,26>40
19.2791355s,C,43>42
19.2791355s,C,43>42
19.2831369s,S,23>19
19.2831369s,S,50>46
19.2841379s,S,52>0
19.2841379s,S,16>50
19.286137s,S,45>22
19.2881387s,S,44>9
19.2881387s,S,31>34
19.2901378s,S,43>21
19.2901378s,S,31>40
19.2901378s,S,4>26
19.2901378s,S,40>37
19.2911394s,S,31>26
19.2931379s,S,19>9
19.2931379s,S,40>21
19.2931379s,S,51>15
19.2931379s,S,44>23
19.2931379s,S,36>29
19.2941392s,D,50>19
19.2941392s,S,38>47
19.2941392s,S,47>53
19.2941392s,C,50>34
19.2941392s,S,50>19
19.2941392s,C,50>34
19.2941392s,C,34>50
19.2941392s,C,34>50
19.2951397s,S,44>42
19.2951397s,S,44>16
19.2971393s,S,33>35
19.2971393s,S,45>30
19.2971393s,S,19>5
19.2971393s,S,33>6
19.2971393s,S,45>0
19.2981401s,S,44>22
19.3011404s,D,21>23
19.3011404s,C,21>22
19.3011404s,C,22>21
19.3011404s,S,21>23
19.3011404s,C,21>22
19.3011404s,C,22>21
19.3021409s,S,50>34
19.3021409s,S,43>38
19.3031419s,S,20>23
19.3061578s,S,31>0
19.3061578s,S,52>26
19.3061578s,C,31>30
19.3061578s,S,21>22
19.3061578s,D,8>31
19.3061578s,C,30>31
19.3061578s,S,6>44
19.3061578s,S,52>48
19.3061578s,C,31>30
19.3061578s,C,30>31
19.3061578s,S,8>31
19.3081414s,S,50>46
19.3081414s,S,15>49
19.3081414s,S,32>33
19.3081414s,S,50>22
19.3081414s,S,47>1
19.311142s,S,4>19
19.311142s,S,35>4
19.311142s,S,37>25
19.3121428s,S,34>1
19.3121428s,S,5>19
19.3141424s,S,31>11
19.3141424s,S,20>38
19.3141424s,S,21>48
19.3141424s,S,53>42
19.3161439s,S,37>28
19.3201453s,S,21>32
19.3201453s,S,25>7
19.3201453s,S,40>17
19.3211609s,S,47>25
19.3221614s,S,33>32
19.3221614s,S,33>19
19.3241616s,S,15>40
19.3241616s,S,51>4
19.3251621s,S,48>4
19.3271623s,S,4>51
19.3271623s,S,21>28
19.3281627s,S,25>1
19.3291629s,S,35>19
19.3291629s,S,6>33
19.3291629s,S,50>25
19.3291629s,S,40>25
19.3291629s,S,38>30
19.330163s,S,30>16
19.3311634s,S,21>14
19.3311634s,S,34>16
19.3311634s,S,24>48
19.3311634s,S,24>5
19.3311634s,S,21>17
19.3321636s,S,48>19
19.3341641s,S,33>53
19.3341641s,S,33>3
19.3371648s,S,31>16
19.3381649s,S,40>50
19.3411656s,S,21>50
19.3411656s,S,31>7
19.342166s,S,19>35
19.342166s,S,25>15
19.342166s,S,19>48
19.342166s,S,35>25
19.3431662s,S,47>48
19.3441663s,D,15>38
19.3441663s,C,15>40
19.3441663s,S,21>13
19.3441663s,C,15>40
19.3441663s,C,40>15
19.3441663s,C,38>13
19.3441663s,S,21>40
19.3441663s,S,21>5
19.3441663s,S,33>37
19.3441663s,S,15>38
19.3441663s,S,36>17
19.3441663s,C,40>15
19.3441663s,C,38>13
19.3441663s,C,13>38
19.3441663s,C,13>38
19.3461654s,S,40>15
19.3461654s,S,50>42
19.3461654s,S,51>10
19.3461654s,S,19>50
19.3461654s,S,48>24
19.347167s,S,6>42
19.3481671s,S,50>46
19.3481671s,S,4>42
19.3481671s,S,54>13
19.3481671s,S,50>22
19.3511678s,D,50>10
19.3511678s,S,24>34
19.3511678s,S,3>51
19.3511678s,C,50>22
19.3511678s,S,50>10
19.3511678s,C,22>50
19.3511678s,C,50>22
19.3511678s,C,22>50
19.3541673s,D,7>21
19.3541673s,S,7>21
19.3541673s,S,23>14
19.3541673s,C,21>43
19.3541673s,S,44>6
19.3541673s,C,21>43
19.3541673s,C,43>21
19.3541673s,C,43>21
19.3551689s,S,32>54
19.3551689s,S,32>28
19.356169s,S,44>0
19.3571692s,D,48>45
19.3571692s,S,23>21
19.3571692s,C,48>17
19.3571692s,S,48>45
19.3571692s,C,17>48
19.3571692s,C,48>17
19.3571692s,C,17>48
19.3591697s,S,15>16
19.3591697s,S,15>43
19.3601699s,S,40>31
19.3601699s,S,38>43
19.3601699s,S,53>5
19.3611703s,S,32>21
19.3611703s,S,32>3
19.3611703s,S,38>51
19.3611703s,S,5>38
19.3611703s,S,30>54
19.3631705s,S,54>12
19.3631705s,S,20>15
19.3631705s,S,20>52
19.364171s,S,50>46
19.364171s,S,42>25
19.3651711s,S,42>4
19.3651711s,S,37>42
19.3651711s,S,51>14
19.3661712s,S,22>33
19.3671716s,S,51>24
19.3681718s,S,36>31
19.3681718s,S,44>23
19.3681718s,S,45>9
19.3681718s,S,35>3
19.3681718s,S,5>43
19.3691719s,S,32>30
19.3691719s,S,32>1
19.3721726s,S,34>9
19.3721726s,S,43>33
19.373173s,S,40>46
19.373173s,S,52>26
19.373173s,S,40>16
19.3761722s,S,21>46
19.3761722s,S,37>19
19.3771738s,S,32>0
19.3771738s,S,20>22
19.3771738s,S,35>9
19.3771738s,S,20>5
19.3771738s,S,10>50
19.3791744s,S,15>8
19.3791744s,S,15>49
19.3791744s,C,31>34
19.3791744s,D,45>31
19.3791744s,C,31>34
19.3791744s,C,34>31
19.3791744s,C,34>31
19.3791744s,C,45>30
19.3791744s,C,30>45
19.3791744s,S,45>31
19.3791744s,C,30>45
19.3791744s,C,45>30
19.3811735s,S,5>47
19.3811735s,S,40>42
19.3821751s,S,3>36
19.3821751s,S,21>52
19.3821751s,D,50>17
19.3821751s,C,50>12
19.3821751s,C,12>50
19.3821751s,C,50>12
19.3821751s,C,12>50
19.3821751s,S,50>17
19.3841742s,S,32>10
19.3861601s,S,44>34
19.3861601s,S,44>31
19.3881594s,S,31>8
19.3881594s,S,50>14
19.3881594s,S,45>6
19.3881594s,S,44>16
19.3881594s,S,26>49
19.3881594s,S,45>53
19.3901612s,S,40>2
19.3911613s,S,50>41
19.3911613s,S,50>25
19.3931613s,S,5>46
19.3931613s,S,32>24
19.3931613s,S,37>40
19.3941614s,S,16>32
19.3941614s,S,47>24
19.4011629s,S,36>16
19.4031629s,S,21>48
19.4031629s,S,30>6
19.4031629s,S,37>33
19.4031629s,S,21>14
19.4041653s,S,50>9
19.4051658s,S,47>41
19.4051658s,S,20>42
19.4051658s,S,54>11
19.4061659s,S,51>19
19.4061659s,S,11>27
19.4091663s,S,50>17
19.4091663s,S,17>50
19.410167s,S,19>5
19.410167s,S,45>16
19.410167s,S,19>37
19.4111671s,S,40>17
19.4111671s,S,38>5
19.4111671s,S,25>47
19.4111671s,S,25>7
19.4131662s,S,51>38
19.4131662s,S,6>52
19.4151668s,D,32>22
19.4151668s,S,45>13
19.4151668s,D,50>28
19.4151668s,S,50>21
19.4151668s,S,26>52
19.4151668s,S,50>16
19.4151668s,C,32>24
19.4151668s,C,32>24
19.4151668s,S,32>22
19.4151668s,C,24>32
19.4151668s,C,50>46
19.4151668s,C,24>32
19.4151668s,C,46>50
19.4151668s,S,50>28
19.4151668s,C,50>46
19.4151668s,C,46>50
19.4161669s,S,30>22
19.4191673s,D,40>5
19.4191673s,C,5>20
19.4191673s,S,34>3
19.4191673s,C,5>20
19.4191673s,C,20>5
19.4191673s,S,40>5
19.4191673s,C,20>5
19.4201674s,S,52>20
19.422168s,S,21>7
19.422168s,S,35>40
19.422168s,S,42>6
19.422168s,S,23>6
19.4231684s,S,5>45
19.4231684s,S,21>32
19.4241688s,S,48>3
19.4241688s,D,38>50
19.4241688s,C,50>3
19.4241688s,C,50>3
19.4241688s,C,38>27
19.4241688s,C,3>50
19.4241688s,C,27>38
19.4241688s,C,3>50
19.4241688s,C,27>38
19.4241688s,S,38>50
19.4241688s,C,38>27
19.4261694s,S,33>53
19.4281691s,S,33>29
19.4281691s,S,34>30
19.4291701s,S,33>51
19.4291701s,S,35>29
19.4321693s,S,38>2
19.4331697s,S,19>23
19.4331697s,S,21>52
19.4331697s,S,50>41
19.4331697s,S,19>48
19.434171s,S,20>34
19.434171s,S,20>5
19.4371717s,S,24>46
19.4371717s,S,47>25
19.4371717s,S,37>12
19.4371717s,S,50>42
19.4371717s,S,50>40
19.4391714s,S,53>36
19.4391714s,S,45>47
19.4401724s,S,20>47
19.4421721s,S,33>37
19.4421721s,S,21>40
19.4421721s,S,21>13
19.4421721s,S,21>5
19.4461732s,S,48>21
19.4461732s,S,45>48
19.4461732s,S,28>50
19.4471736s,S,31>36
19.4471736s,S,35>49
19.4491742s,S,7>54
19.4511753s,S,3>32
19.4511753s,S,15>27
19.4511753s,S,51>20
19.4511753s,S,50>14
19.4511753s,S,32>54
19.453175s,S,50>25
19.453175s,S,40>37
19.453175s,S,24>51
19.453175s,S,40>25
19.453175s,S,48>29
19.4541751s,S,33>32
19.4541751s,S,43>5
19.4551752s,S,43>4
19.4571758s,S,50>21
19.4571758s,S,24>48
19.4571758s,S,11>4
19.4571758s,S,42>44
19.4581759s,S,37>3
19.4611766s,S,26>31
19.4611766s,S,32>1
19.4611766s,S,44>42
19.4611766s,S,44>6
19.4611766s,S,20>51
19.4611766s,S,6>33
19.462177s,S,20>39
19.462177s,S,22>44
19.462177s,S,20>5
19.464177s,S,44>24
19.464177s,S,5>34
19.464177s,S,51>38
19.464177s,S,32>21
19.464177s,S,32>33
19.464177s,S,38>20
19.464177s,S,32>3
19.464177s,S,44>0
19.467178s,S,38>15
19.4681784s,D,5>50
19.4681784s,S,25>6
19.4681784s,C,50>30
19.4681784s,C,5>47
19.4681784s,C,50>30
19.4681784s,C,5>47
19.4681784s,C,30>50
19.4681784s,S,5>50
19.4681784s,C,47>5
19.4681784s,C,30>50
19.4681784s,C,47>5
19.4701787s,S,47>45
19.4701787s,S,8>31
19.4701787s,S,5>11
19.4741798s,D,25>32
19.4741798s,S,36>51
19.4741798s,C,32>54
19.4741798s,C,54>32
19.4741798s,C,54>32
19.4741798s,S,25>32
19.4741798s,C,32>54
19.4761806s,S,32>16
19.4761806s,S,32>10
19.4781806s,S,50>10
19.4781806s,S,50>9
19.4781806s,S,50>49
19.4781806s,S,50>42
19.479181s,S,21>8
19.479181s,S,50>38
19.4811819s,S,30>13
19.4831815s,S,32>41
19.4831815s,S,40>2
19.4831815s,S,25>37
19.484182s,S,50>19
19.484182s,S,21>52
19.484182s,S,42>14
19.4851821s,S,53>18
19.4861822s,S,15>43
19.4861822s,S,15>16
19.4881825s,S,7>31
19.4891829s,S,34>4
19.490183s,S,20>52
19.490183s,S,50>16
19.490183s,S,31>45
19.4911838s,S,36>48
19.4911838s,S,33>51
19.4911838s,S,35>25
19.4911838s,S,33>22
19.4911838s,S,44>34
19.4921839s,S,50>9
19.493184s,S,40>42
19.4941841s,S,22>32
19.4941841s,S,7>27
19.4941841s,S,35>33
19.4941841s,S,40>46
19.4941841s,S,40>16
19.4951849s,S,45>17
19.4951849s,D,15>31
19.4951849s,C,31>36
19.4951849s,C,15>16
19.4951849s,C,36>31
19.4951849s,C,16>15
19.4951849s,C,15>16
19.4951849s,S,15>31
19.4951849s,C,31>36
19.4951849s,C,36>31
19.4951849s,C,16>15
19.4971848s,S,11>5
19.4971848s,S,40>21
19.4981855s,S,45>53
19.4981855s,S,40>17
19.5001855s,S,34>5
19.5001855s,S,37>40
19.5001855s,S,37>33
19.5011856s,D,45>41
19.5011856s,S,25>47
19.5011856s,C,41>32
19.5011856s,C,41>32
19.5011856s,C,32>41
19.5011856s,C,45>9
19.5011856s,C,32>41
19.5011856s,S,45>41
19.5011856s,C,45>9
19.5011856s,C,9>45
19.5011856s,C,9>45
19.5031862s,D,38>32
19.5031862s,S,19>33
19.5031862s,S,33>43
19.5031862s,S,50>14
19.5031862s,S,33>29
19.5031862s,C,38>2
19.5031862s,C,2>38
19.5031862s,S,38>32
19.5031862s,C,38>2
19.5031862s,C,2>38
19.5041869s,S,37>25
19.5041869s,S,30>42
19.5071879s,S,47>18
19.5071879s,S,24>44
19.5071879s,S,45>1
19.5071879s,S,6>30
19.5071879s,S,45>16
19.5091879s,S,38>29
19.5091879s,S,36>29
19.5091879s,S,20>15
19.5091879s,S,20>30
19.5111878s,S,15>16
19.5111878s,S,31>28
19.5141885s,S,51>3
19.5141885s,S,50>25
19.5141885s,S,48>18
19.5141885s,S,24>47
19.5151886s,S,53>47
19.5161891s,S,52>24
19.5171895s,S,32>51
19.5181896s,S,32>30
19.5201902s,D,52>17
19.5201902s,S,23>12
19.5201902s,S,19>37
19.5201902s,S,32>46
19.5201902s,S,52>17
19.5211903s,S,21>28
19.5221907s,S,48>43
19.5221907s,S,21>48
19.5251911s,S,19>23
19.5251911s,S,21>32
19.5251911s,S,37>12
19.5251911s,S,47>35
19.5261916s,S,38>14
19.5281915s,S,42>20
19.5281915s,S,30>34
19.5281915s,S,51>36
19.5281915s,S,5>35
19.5281915s,S,42>27
19.5321926s,S,44>45
19.5321926s,S,48>21
19.5321926s,S,22>17
19.5341932s,S,38>51
19.5351936s,S,50>2
19.5351936s,S,21>52
19.5371939s,S,20>23
19.5391947s,S,21>5
19.5391947s,S,5>21
19.5391947s,D,32>11
19.5391947s,S,21>13
19.5391947s,S,50>5
19.5391947s,C,32>10
19.5391947s,S,21>40
19.5391947s,C,10>32
19.5391947s,C,32>10
19.5391947s,S,32>11
19.5391947s,C,10>32
19.5411947s,S,53>31
19.5411947s,S,20>22
19.5411947s,S,20>39
19.5421954s,S,47>53
19.5441954s,S,51>33
19.5481962s,S,50>14
19.5481962s,S,50>41
