t,c,d
16.5541443s,S,18>15
16.5541443s,S,17>6
16.5541443s,S,10>23
16.5541443s,S,18>13
16.5541443s,S,17>16
16.5561445s,S,22>18
16.5561445s,S,9>7
16.5561445s,S,1>19
16.5561445s,S,6>3
16.5581451s,D,9>16
16.5581451s,S,10>9
16.5581451s,S,19>6
16.5581451s,S,9>16
16.5581451s,C,16>14
16.5581451s,C,14>16
16.5581451s,C,16>14
16.5581451s,C,14>16
16.5601456s,S,8>19
16.5601456s,S,24>12
16.5601456s,S,13>12
16.5611458s,S,22>19
16.5611458s,S,2>25
16.5611458s,S,22>15
16.5611458s,S,21>22
16.5621459s,S,1>6
16.5631463s,S,17>4
16.5641464s,S,19>0
16.5671471s,S,20>15
16.5671471s,S,9>4
16.5681473s,S,21>7
16.5681473s,S,17>10
16.5701478s,S,15>13
16.5701478s,S,5>8
16.5721481s,S,18>9
16.5731482s,D,24>23
16.5731482s,S,24>23
16.5741483s,S,25>11
16.5741483s,S,13>17
16.5751488s,D,12>19
16.5751488s,C,19>21
16.5751488s,C,19>21
16.5751488s,C,21>19
16.5751488s,S,12>19
16.5751488s,C,21>19
16.577149s,S,16>17
16.577149s,S,2>9
16.577149s,S,8>22
16.577149s,S,18>22
16.5781497s,S,7>12
16.5781497s,S,23>14
16.5801497s,S,17>13
16.5801497s,S,7>10
16.5801497s,S,25>7
16.5801497s,S,14>2
16.5801497s,S,20>4
16.5801497s,S,21>4
16.5801497s,S,10>16
16.5821297s,S,21>9
16.5831475s,S,21>16
16.5831475s,S,21>24
16.5831475s,S,20>13
16.5831475s,S,20>25
16.5831475s,S,7>21
16.5851507s,S,24>17
16.5851507s,S,18>14
16.5851507s,S,10>11
16.5851507s,S,10>4
16.5851507s,S,14>15
16.5891518s,S,17>8
16.5891518s,S,17>22
16.5891518s,S,2>17
16.5901519s,S,18>3
16.5921522s,S,22>17
16.5931523s,S,9>20
16.5951528s,D,17>12
16.5951528s,S,21>8
16.5951528s,S,11>5
16.5951528s,S,3>13
16.5951528s,C,12>8
16.5951528s,C,17>10
16.5951528s,C,8>12
16.5951528s,C,10>17
16.5951528s,C,17>10
16.5951528s,S,11>21
16.5951528s,C,12>8
16.5951528s,C,8>12
16.5951528s,S,17>12
16.5951528s,C,10>17
16.5971505s,D,4>24
16.5971505s,S,19>3
16.5971505s,S,9>17
16.5971505s,S,9>7
16.5971505s,S,25>19
16.5971505s,S,2>8
16.5971505s,S,4>24
16.5971505s,S,18>16
16.6011513s,S,6>2
16.6011513s,S,7>16
16.6011513s,S,10>23
16.6031518s,S,0>17
16.6031518s,S,15>19
16.6031518s,S,19>20
16.604152s,S,5>12
16.6061361s,S,14>17
16.6061361s,S,17>1
16.6061361s,S,14>8
16.6061361s,S,17>4
16.6061361s,S,13>11
16.6071374s,S,13>3
16.609138s,S,10>6
16.609138s,S,10>9
16.6111385s,D,3>22
16.6111385s,S,13>5
16.6111385s,S,3>22
16.6111385s,S,0>21
16.6111385s,C,22>5
16.6111385s,C,22>5
16.6111385s,C,5>22
16.6111385s,C,5>22
16.6131388s,S,13>23
16.6131388s,S,18>21
16.6171384s,S,18>17
16.6171384s,S,18>6
16.6191375s,S,17>18
16.6191375s,S,12>24
16.6201555s,S,21>17
16.6201555s,S,16>9
16.6221558s,S,11>15
16.6221558s,S,17>0
16.6221558s,S,11>16
16.6241593s,D,19>16
16.6241593s,S,15>0
16.6241593s,S,9>2
16.6241593s,S,1>0
16.6241593s,C,19>20
16.6241593s,C,16>21
16.6241593s,C,19>20
16.6241593s,C,21>16
16.6241593s,C,16>21
16.6241593s,C,20>19
16.6241593s,S,19>16
16.6241593s,C,21>16
16.6241593s,C,20>19
16.6261405s,S,8>5
16.6281413s,S,19>8
16.6281413s,D,5>18
16.6281413s,S,22>3
16.6281413s,S,11>24
16.6281413s,C,18>17
16.6281413s,S,5>18
16.6281413s,C,17>18
16.6281413s,C,18>17
16.6281413s,C,17>18
16.6301398s,D,9>22
16.6301398s,S,13>21
16.6301398s,S,10>5
16.6301398s,C,22>18
16.6301398s,S,10>21
16.6301398s,S,13>20
16.6301398s,C,22>18
16.6301398s,C,18>22
16.6301398s,C,9>1
16.6301398s,C,18>22
16.6301398s,C,9>1
16.6301398s,S,9>22
16.6301398s,C,1>9
16.6301398s,C,1>9
16.6311405s,S,17>16
16.6341412s,S,18>0
16.635159s,S,21>0
16.635159s,S,4>9
16.6361591s,S,21>13
16.6361591s,S,0>1
16.6361591s,S,10>11
16.6381415s,S,7>13
16.6381415s,S,7>10
16.6391627s,S,18>2
16.6391627s,S,3>25
16.6391627s,S,21>10
16.6391627s,S,16>0
16.641163s,S,15>4
16.641163s,S,2>23
16.641163s,S,9>17
16.6431427s,S,2>18
16.6431427s,S,22>19
16.6431427s,S,22>1
16.6431427s,S,2>17
16.6431427s,S,13>15
16.6431427s,S,19>22
16.6441437s,S,6>4
16.6451641s,S,18>15
16.6451641s,S,18>24
16.6451641s,S,14>23
16.6461642s,S,17>6
16.6461642s,S,17>2
16.6461642s,S,7>1
16.6471643s,S,2>12
16.6471643s,S,17>8
16.6481648s,S,5>14
16.6481648s,S,12>17
16.6481648s,S,23>24
16.6501448s,S,13>2
16.6501448s,S,17>1
16.6501448s,S,18>9
16.6501448s,S,17>4
16.6501448s,S,18>14
16.6501448s,S,14>18
16.6511651s,S,7>9
16.6511651s,S,25>23
16.6511651s,S,7>21
16.6531654s,S,25>15
16.6531654s,S,25>6
16.6531654s,S,1>21
16.6531654s,S,14>1
16.6531654s,S,19>12
16.655166s,S,6>3
16.655166s,S,16>10
16.655166s,S,16>8
16.655166s,S,16>24
16.6571665s,S,15>1
16.6571665s,S,20>2
16.6571665s,S,10>15
16.6571665s,D,23>22
16.6571665s,C,22>3
16.6571665s,S,15>10
16.6571665s,C,3>22
16.6571665s,C,22>3
16.6571665s,S,23>22
16.6571665s,C,3>22
16.6591477s,S,25>14
16.6591477s,S,14>2
16.6601479s,S,24>20
16.6621678s,S,4>6
16.6621678s,S,9>18
16.664168s,D,12>23
16.664168s,C,12>3
16.664168s,S,12>23
16.664168s,C,3>12
16.664168s,C,12>3
16.664168s,C,3>12
16.6661481s,S,22>0
16.6681688s,S,9>10
16.6681688s,S,17>13
16.6701691s,D,2>21
16.6701691s,S,16>7
16.6701691s,S,2>21
16.6721696s,S,21>22
16.6721696s,S,22>9
16.6721696s,D,3>23
16.6721696s,S,3>0
16.6721696s,S,7>4
16.6721696s,C,23>25
16.6721696s,S,3>23
16.6721696s,C,23>25
16.6721696s,C,25>23
16.6721696s,C,25>23
16.6741699s,S,18>16
16.6741699s,S,16>17
16.6761497s,S,21>17
16.6761497s,S,21>24
16.6761497s,S,9>24
16.6771513s,S,13>16
16.6771513s,S,19>10
16.678171s,S,20>9
16.678171s,S,17>23
16.678171s,S,10>19
16.6791712s,S,24>4
16.6811717s,S,11>3
16.6811717s,S,25>20
16.6811717s,S,11>5
16.6811717s,S,25>11
16.6831532s,S,10>12
16.6831532s,S,19>6
16.6831532s,S,19>0
16.6831532s,S,9>23
16.6851725s,S,25>0
16.6851725s,D,9>25
16.6851725s,S,19>7
16.6851725s,C,9>23
16.6851725s,S,9>25
16.6851725s,C,23>9
16.6851725s,C,9>23
16.6851725s,C,23>9
16.6901735s,S,9>12
16.6901735s,S,21>7
16.6901735s,S,18>2
16.6901735s,S,9>18
16.6921711s,S,17>14
16.6921711s,S,17>1
16.6941546s,S,7>19
16.6941546s,S,7>16
16.6941546s,S,7>25
16.6951747s,D,4>25
16.6951747s,S,2>14
16.6951747s,S,2>8
16.6951747s,S,7>13
16.6951747s,S,4>25
16.697175s,S,13>19
16.697175s,S,0>18
16.6981754s,S,17>4
16.6981754s,S,14>25
16.6981754s,S,14>15
16.6981754s,S,2>25
16.7001557s,S,6>18
16.7001557s,S,10>22
16.7001557s,S,11>16
16.7021762s,S,22>1
16.7021762s,S,5>11
16.7021762s,S,22>15
16.7021762s,S,1>22
16.7041765s,S,17>2
16.7041765s,S,17>13
16.7041765s,S,6>5
16.7051769s,S,1>25
16.7071772s,S,17>22
16.7071772s,S,17>16
16.7091587s,S,18>23
16.7091587s,S,24>21
16.711178s,S,2>17
16.711178s,S,23>13
16.7121781s,S,12>22
16.7121781s,S,18>5
16.7121781s,S,12>24
16.7121781s,S,18>21
16.7131785s,S,9>10
16.7141787s,S,14>23
16.7161587s,S,10>4
16.7161587s,S,1>6
16.7161587s,S,11>7
16.7161587s,S,11>15
16.7171597s,S,9>18
16.7171597s,S,20>25
16.7171597s,S,20>24
16.7191796s,S,23>2
16.7191796s,S,22>23
16.72018s,S,3>24
16.7221803s,S,13>21
16.7221803s,S,16>1
16.7221803s,S,13>20
16.7221803s,S,23>12
16.7241808s,S,23>3
16.7261615s,S,19>22
16.7261615s,S,17>23
16.7261615s,S,22>21
16.7261615s,S,22>14
16.7261615s,S,22>19
16.7271616s,S,9>12
16.7271616s,S,9>2
16.7281787s,S,13>7
16.7281787s,S,16>19
16.7281787s,S,18>13
16.7281787s,S,19>8
16.7291792s,S,11>25
16.7291792s,S,0>21
16.7311794s,S,7>14
16.7311794s,S,12>13
16.7311794s,S,14>1
16.7311794s,S,7>4
16.7331624s,S,21>2
16.7341634s,S,23>14
16.7341634s,S,15>22
16.7341634s,S,17>9
16.7341634s,S,23>24
16.7351805s,S,6>1
16.7351805s,S,6>4
16.7351805s,S,10>5
16.7361807s,D,3>21
16.7361807s,S,3>21
16.7381838s,D,5>16
16.7381838s,S,2>9
16.7381838s,S,18>24
16.7381838s,C,16>3
16.7381838s,S,18>15
16.7381838s,C,3>16
16.7381838s,C,16>3
16.7381838s,S,5>16
16.7381838s,C,3>16
16.7401841s,D,12>25
16.7401841s,S,17>1
16.7401841s,S,21>1
16.7401841s,S,9>7
16.7401841s,S,21>0
16.7401841s,C,12>10
16.7401841s,C,12>10
16.7401841s,S,12>25
16.7401841s,C,10>12
16.7401841s,C,10>12
16.7421847s,S,17>4
16.7421847s,S,17>13
16.744182s,S,18>3
16.744182s,S,2>18
16.7451824s,D,1>24
16.7451824s,S,1>24
16.7471827s,S,25>9
16.7471827s,S,19>24
16.7471827s,S,9>6
16.7491686s,D,8>24
16.7491686s,S,10>9
16.7491686s,S,15>11
16.7491686s,S,8>24
16.751168s,D,2>16
16.751168s,S,16>20
16.751168s,S,18>16
16.751168s,S,13>1
16.751168s,S,16>17
16.751168s,S,2>16
16.751168s,C,16>7
16.751168s,C,16>7
16.751168s,C,7>16
16.751168s,C,7>16
16.7531843s,S,23>0
16.7531843s,S,4>24
16.7551849s,S,25>1
16.7551849s,S,17>2
16.7551849s,S,17>0
16.756185s,S,5>10
16.756185s,S,10>7
16.7571855s,D,9>19
16.7571855s,C,19>8
16.7571855s,C,8>19
16.7571855s,C,19>8
16.7571855s,C,9>17
16.7571855s,C,8>19
16.7571855s,C,17>9
16.7571855s,C,17>9
16.7571855s,S,9>19
16.7571855s,C,9>17
16.7591687s,S,18>12
16.7591687s,S,10>21
16.7591687s,S,22>20
16.7591687s,S,18>23
16.7611693s,S,16>13
16.7611693s,S,21>13
16.7611693s,S,20>0
16.7611693s,S,4>23
16.7631865s,S,2>6
16.7661705s,S,17>8
16.7661705s,S,9>12
16.7661705s,S,9>18
16.7661705s,S,9>4
16.7681696s,S,7>11
16.7681696s,S,7>16
16.7681696s,S,16>8
16.7681696s,S,21>22
16.7681696s,S,11>3
16.7681696s,S,21>24
16.7691715s,S,15>5
16.7691715s,S,15>0
16.7691715s,S,2>15
16.7691715s,S,2>14
16.7711885s,S,13>25
16.7711885s,S,3>9
16.7721886s,S,25>4
16.773189s,S,11>12
16.7761715s,S,2>23
16.7761715s,S,3>6
16.7771898s,S,10>11
16.7771898s,S,7>21
16.77819s,S,11>16
16.7791904s,S,25>15
16.7791904s,S,25>22
16.7791904s,S,25>6
16.7791904s,S,13>7
16.7791904s,S,12>11
16.7801905s,S,17>13
16.7801905s,S,12>2
16.7811906s,S,12>9
16.7831751s,S,9>2
16.7841746s,S,17>1
16.7841746s,S,17>4
16.785192s,D,4>22
16.785192s,S,2>12
16.785192s,S,17>16
16.785192s,S,17>6
16.785192s,S,4>22
16.785192s,C,22>9
16.785192s,C,9>22
16.785192s,C,9>22
16.785192s,C,22>9
16.787192s,S,7>12
16.787192s,S,13>17
16.7881921s,S,7>4
16.7891926s,S,0>8
16.7891926s,S,0>18
16.7901927s,S,18>3
16.7901927s,S,3>18
16.7951755s,S,9>3
16.7951755s,S,9>20
16.7951755s,S,21>3
16.7951755s,S,14>22
16.7981762s,D,23>20
16.7981762s,S,14>18
16.7981762s,S,23>20
16.7991772s,D,18>10
16.7991772s,S,16>0
16.7991772s,S,16>1
16.7991772s,S,24>3
16.7991772s,S,18>10
16.7991772s,S,18>5
16.8011801s,S,19>10
16.8011801s,S,23>16
16.8011801s,S,19>6
16.8011801s,S,23>14
16.8041805s,S,22>17
16.8041805s,S,3>11
16.8061819s,S,12>22
16.8081792s,S,1>21
16.8081792s,S,4>20
16.8081792s,S,11>0
16.8081792s,S,3>0
16.8081792s,S,18>23
16.8081792s,S,17>14
16.8081792s,S,11>24
16.8081792s,S,11>15
16.8091972s,S,22>15
16.8091972s,S,14>25
16.8091972s,S,22>7
16.8091972s,S,22>19
16.8091972s,S,19>9
16.8091972s,S,19>22
16.8091972s,S,14>15
16.8091972s,S,19>0
16.8111805s,S,10>3
16.8111805s,S,18>12
16.8111805s,S,7>22
16.8111805s,S,9>24
16.8111805s,S,7>14
16.8141806s,S,25>3
16.8141806s,S,25>14
16.8141806s,S,25>20
16.8141806s,S,13>16
16.8171989s,S,11>25
16.8201996s,S,18>13
16.8201996s,S,9>2
16.8201996s,S,9>18
16.8201996s,S,10>19
16.8201996s,S,24>8
16.8211997s,S,24>9
16.8242004s,S,13>23
16.8242004s,S,10>5
16.8242004s,S,10>23
16.8262006s,S,11>4
16.8262006s,S,9>4
16.8262006s,S,17>1
16.8262006s,S,25>12
16.8262006s,S,7>11
16.8262006s,S,6>1
16.8262006s,S,9>5
16.8262006s,S,6>17
16.8282012s,D,22>16
16.8282012s,S,24>1
16.8282012s,S,1>22
16.8282012s,C,16>19
16.8282012s,C,22>20
16.8282012s,C,19>16
16.8282012s,S,22>16
16.8282012s,C,19>16
16.8282012s,C,16>19
16.8282012s,C,22>20
16.8282012s,C,20>22
16.8282012s,C,20>22
16.8302017s,S,16>23
16.8302017s,S,18>16
16.8302017s,S,18>0
16.8302017s,S,18>15
16.8312019s,S,12>23
16.8312019s,S,13>5
16.8312019s,S,12>11
16.8332027s,S,2>19
16.8332027s,S,2>23
16.8342028s,S,25>2
16.8372035s,S,18>2
16.8372035s,S,4>11
16.8382037s,S,16>2
16.8422042s,S,22>4
16.8422042s,S,12>18
16.8422042s,S,10>18
16.8422042s,S,15>8
16.8422042s,S,15>18
16.8422042s,S,21>1
16.8422042s,S,21>0
16.8422042s,S,15>22
16.8442047s,S,6>19
16.8442047s,S,7>9
16.8442047s,S,7>21
16.8462053s,S,17>0
16.8462053s,S,17>22
16.8472057s,S,9>12
16.8502064s,S,23>8
16.8502064s,S,3>13
16.8502064s,S,20>25
16.8502064s,S,4>7
16.8512065s,S,3>25
16.8532071s,S,20>14
16.8532071s,D,18>7
16.8532071s,S,20>24
16.8532071s,C,18>10
16.8532071s,S,18>7
16.8532071s,C,18>10
16.8532071s,C,10>18
16.8532071s,C,10>18
16.8552074s,S,7>1
16.8552074s,S,19>1
16.8552074s,S,18>23
16.8572079s,D,4>16
16.8572079s,C,16>18
16.8572079s,C,16>18
16.8572079s,C,18>16
16.8572079s,S,4>16
16.8572079s,C,18>16
16.8592082s,S,18>3
16.8592082s,S,9>4
16.8602086s,S,21>24
16.8602086s,S,16>5
16.8602086s,S,9>3
16.8602086s,S,1>25
16.8602086s,S,24>21
16.8622094s,S,18>16
16.8622094s,S,17>16
16.8622094s,S,18>21
16.8622094s,S,18>12
16.8622094s,S,22>1
16.8662129s,S,2>6
16.8662129s,S,2>16
16.867213s,S,11>13
16.867213s,S,13>25
16.8682132s,S,23>24
16.8682132s,S,19>24
16.8692133s,S,10>3
16.8692133s,S,10>23
16.8702137s,S,2>13
16.8702137s,S,25>11
16.8712138s,D,21>23
16.8712138s,S,3>23
16.8712138s,S,0>24
16.8712138s,S,17>21
16.8712138s,C,21>4
16.8712138s,S,21>23
16.8712138s,C,23>20
16.8712138s,C,21>4
16.8712138s,C,23>20
16.8712138s,C,20>23
16.8712138s,C,4>21
16.8712138s,C,20>23
16.8712138s,C,4>21
16.8732144s,S,12>21
16.8762148s,S,9>20
16.8772149s,S,9>6
16.8772149s,S,16>1
16.8772149s,S,17>6
16.8792152s,S,23>13
16.8792152s,D,5>21
16.8792152s,C,21>3
16.8792152s,C,3>21
16.8792152s,S,5>21
16.8792152s,C,3>21
16.8792152s,C,21>3
16.8812157s,S,22>14
16.8812157s,S,4>15
16.8812157s,S,22>7
16.8832163s,S,0>8
16.8832163s,S,7>11
16.8832163s,S,16>13
16.8832163s,S,23>4
16.8832163s,S,0>18
16.8832163s,S,9>25
16.8852165s,S,3>24
16.8852165s,S,24>14
16.8852165s,S,7>12
16.8852165s,S,13>1
16.8852165s,S,24>3
16.8852165s,S,13>16
16.8872171s,S,23>17
16.8872171s,S,24>19
16.8872171s,S,12>9
16.888219s,S,7>18
16.888219s,S,7>14
16.8902175s,S,8>1
16.8902175s,S,11>10
16.8912179s,S,3>9
16.8912179s,S,19>13
16.8912179s,S,22>0
16.8912179s,S,9>3
16.8932185s,S,21>8
16.8932185s,S,12>7
16.8932185s,S,12>18
16.8942186s,D,1>23
16.8942186s,S,11>24
16.8942186s,C,23>13
16.8942186s,C,13>23
16.8942186s,S,1>23
16.8942186s,C,23>13
16.8942186s,C,13>23
16.897219s,S,9>21
16.8982194s,S,4>10
16.9002197s,S,11>12
16.9002197s,S,11>19
16.9002197s,S,11>15
16.9012201s,S,18>23
16.9022202s,S,17>8
16.9032204s,S,11>5
16.9042205s,S,14>18
16.9052209s,S,18>2
16.9062211s,S,15>20
16.9062211s,S,25>15
16.9062211s,S,25>6
16.9072212s,S,4>20
16.9072212s,S,4>7
16.9082213s,S,20>5
16.9082213s,S,1>12
16.9092214s,S,2>14
16.9092214s,S,7>9
16.9092214s,S,7>21
16.9092214s,S,18>7
16.9092214s,S,2>19
16.911222s,S,15>2
16.911222s,S,15>0
16.911222s,S,7>23
16.911222s,S,10>4
16.911222s,S,10>5
16.9132223s,S,13>20
16.9132223s,S,18>24
16.9132223s,S,18>3
16.9132223s,S,12>23
16.9132223s,S,18>12
16.9132223s,S,16>11
16.9132223s,S,16>23
16.91622s,S,22>21
16.91622s,S,2>22
16.91622s,S,19>22
16.9182086s,D,20>12
16.9182086s,C,12>25
16.9182086s,C,12>25
16.9182086s,S,20>12
16.9182086s,C,25>12
16.9182086s,C,25>12
16.9202238s,S,19>25
16.9202238s,S,14>25
16.9202238s,S,22>25
16.9202238s,S,6>1
16.9202238s,S,6>20
16.9202238s,S,14>15
16.9202238s,S,6>9
16.9202238s,S,22>1
16.9202238s,S,25>19
16.9202238s,S,16>22
16.9222243s,S,13>17
16.9222243s,S,3>11
16.9222243s,S,8>3
16.9222243s,S,18>4
16.9222243s,S,18>0
16.9222243s,S,3>9
16.9222243s,S,3>19
16.9242249s,S,12>1
16.9242249s,S,15>13
16.9242249s,D,18>16
16.9242249s,C,16>10
16.9242249s,C,10>16
16.9242249s,S,18>16
16.9242249s,C,10>16
16.9242249s,C,16>10
16.9262251s,S,19>6
16.9262251s,S,16>0
16.9292258s,S,23>0
16.9292258s,S,23>21
16.9332266s,S,23>10
16.9332266s,S,11>0
16.9342268s,S,12>11
16.9342268s,S,21>10
16.9342268s,S,17>23
16.9362273s,S,9>10
16.9362273s,S,16>4
16.9382276s,S,17>16
16.9382276s,S,17>0
16.9402281s,S,13>11
16.9402281s,S,7>20
16.9412283s,S,4>25
16.9412283s,S,23>1
16.944229s,S,21>0
16.944229s,S,7>18
16.944229s,S,21>1
16.9462292s,S,9>4
16.9462292s,S,9>25
16.9462292s,S,25>3
16.9462292s,S,25>20
16.9472296s,S,25>14
16.9472296s,S,25>11
16.9472296s,S,18>23
16.9502303s,D,4>19
16.9502303s,S,4>19
16.9522306s,S,10>21
16.9522306s,S,7>1
16.9522306s,S,21>17
16.9522306s,S,21>24
16.9522306s,S,7>12
16.9522306s,S,19>0
16.9542308s,S,2>18
16.9542308s,S,11>4
16.9542308s,S,16>9
16.9542308s,S,9>5
16.9542308s,S,22>7
16.9542308s,S,16>18
16.9542308s,S,22>2
16.9542308s,S,9>6
16.9562314s,S,23>4
16.9562314s,S,23>24
16.9562314s,S,9>16
16.9562314s,S,9>20
16.9562314s,S,22>17
16.9562314s,S,18>9
16.958232s,S,13>1
16.958232s,S,8>21
16.9602105s,S,6>4
16.9602105s,S,18>2
16.9602105s,S,12>5
16.9602105s,S,12>7
16.961213s,S,1>14
16.9622328s,S,18>14
16.9632329s,S,9>7
16.9652121s,S,18>12
16.9662336s,S,4>10
16.9662336s,S,14>24
16.9672337s,S,7>10
16.9692343s,S,12>9
16.9692343s,S,2>16
16.9692343s,S,3>11
16.9692343s,S,2>6
16.9692343s,S,3>25
16.9712345s,S,20>9
16.9712345s,S,17>6
16.9712345s,S,17>2
16.9732351s,S,3>24
16.9732351s,S,7>19
16.9742352s,S,0>8
16.9742352s,S,4>17
16.976215s,S,19>1
16.976215s,S,12>17
16.977216s,S,7>9
16.977216s,S,13>15
16.977216s,S,11>10
16.9782161s,S,21>5
16.9812165s,S,23>2
16.9812165s,S,17>13
16.9812165s,S,2>14
16.9812165s,S,17>23
16.9832373s,S,22>19
16.9832373s,S,5>9
16.9832373s,S,2>8
16.9852375s,S,21>9
16.986238s,S,24>12
16.986238s,S,21>7
16.9882382s,S,16>15
16.9882382s,S,1>23
16.9902388s,S,20>24
16.9902388s,S,11>3
16.9902388s,S,24>0
16.992239s,S,24>19
16.992239s,S,11>7
16.992239s,S,24>8
16.9932392s,S,3>18
16.9952397s,S,16>11
16.9952397s,S,13>17
16.9952397s,S,18>13
16.9952397s,S,18>24
16.9962399s,S,21>8
16.99922s,S,6>10
16.99922s,S,22>15
16.99922s,S,22>0
16.99922s,S,10>4
17.0002407s,D,5>19
17.0002407s,S,19>24
17.0002407s,S,8>17
17.0002407s,C,19>1
17.0002407s,C,1>19
17.0002407s,C,19>1
17.0002407s,C,1>19
17.0002407s,S,5>19
17.0032414s,S,0>25
17.0032414s,S,0>24
17.0032414s,S,23>12
17.0032414s,S,10>3
17.0052416s,S,9>12
17.0052416s,S,13>21
17.006242s,S,2>20
17.0072422s,S,12>11
17.0072422s,S,9>4
17.0072422s,S,12>9
17.0072422s,S,7>23
17.0082423s,S,4>10
17.0102429s,S,6>9
17.0102429s,S,15>1
17.0102429s,S,22>21
17.0102429s,S,25>22
17.0102429s,S,6>1
17.0122431s,S,18>9
17.0122431s,S,18>2
17.0122431s,S,15>4
17.0132432s,S,18>4
17.0132432s,S,22>1
17.0132432s,S,18>0
17.0162439s,S,19>4
17.0162439s,S,16>24
17.0162439s,S,14>18
17.0162439s,S,18>21
17.0162439s,S,18>12
17.0182445s,S,9>24
17.0182445s,S,4>25
17.0182445s,S,4>18
17.0202448s,D,22>13
17.0202448s,S,22>14
17.0202448s,S,7>1
17.0202448s,S,7>12
17.0202448s,C,22>25
17.0202448s,C,25>22
17.0202448s,C,22>25
17.0202448s,S,22>13
17.0202448s,C,25>22
17.022245s,S,1>0
17.022245s,S,19>25
17.022245s,S,21>17
17.0242459s,S,17>14
17.0242459s,S,7>13
17.0242459s,S,18>6
17.0242459s,S,2>23
17.0262464s,S,9>21
17.0262464s,S,23>8
17.0262464s,S,11>16
17.0262464s,S,12>13
17.0262464s,S,12>20
17.0262464s,S,22>12
17.0262464s,S,11>0
17.0282467s,S,17>22
17.0282467s,S,25>1
17.0282467s,S,17>13
17.0302469s,S,8>16
17.0322273s,S,14>25
17.0322273s,S,18>3
17.0322273s,S,9>5
17.0322273s,S,13>3
17.0322273s,S,16>23
17.0322273s,S,16>18
17.0342478s,S,25>15
17.0342478s,S,25>11
17.0352479s,S,1>6
17.0372484s,S,11>25
17.0372484s,S,23>3
17.0392487s,S,9>3
17.0392487s,S,21>10
17.0392487s,S,18>15
17.0392487s,S,9>20
17.0412493s,S,24>23
17.0412493s,S,3>8
17.0412493s,S,3>18
17.0412493s,S,10>21
17.0412493s,S,23>4
17.0412493s,S,9>2
17.0432495s,S,19>12
17.0432495s,S,25>0
17.0432495s,S,12>1
17.0442499s,S,21>23
17.0462502s,S,21>1
17.049231s,D,20>22
17.049231s,S,11>12
17.049231s,C,22>21
17.049231s,S,11>7
17.049231s,C,22>21
17.049231s,C,21>22
17.049231s,S,20>22
17.049231s,C,21>22
17.050232s,S,4>10
17.0522319s,S,7>10
17.0522319s,S,10>23
17.0522319s,S,20>0
17.0522319s,S,6>3
17.0522319s,S,20>14
17.0532326s,S,15>16
17.0542334s,S,2>15
17.0542334s,S,16>17
17.0562339s,S,7>14
17.0562339s,S,18>14
17.0562339s,S,2>18
17.0562339s,S,5>15
17.0572499s,S,12>5
17.0583453s,S,3>6
17.0583453s,S,3>24
17.0602327s,S,4>23
17.0602327s,S,12>7
17.0602327s,S,23>22
17.0622538s,S,17>2
17.0622538s,S,17>6
17.0632539s,S,23>18
17.0632539s,S,9>16
17.0632539s,S,24>21
17.0632539s,S,13>12
17.0652345s,S,18>9
17.0652345s,S,22>19
17.0652345s,S,22>7
17.0662546s,S,15>22
17.0662546s,S,14>23
17.0662546s,S,14>24
17.0682548s,S,6>18
17.0682548s,S,18>12
17.0682548s,S,19>6
17.0702554s,S,2>6
17.0702554s,S,22>20
17.0722559s,S,13>22
17.0722559s,S,12>2
17.0752566s,S,21>18
17.0752566s,S,5>21
17.0762568s,S,13>2
17.0762568s,S,7>11
17.0772569s,S,9>18
17.0772569s,S,3>10
17.0772569s,S,18>13
17.0772569s,S,18>24
17.0802576s,S,24>18
17.0802576s,S,18>2
17.0802576s,S,25>20
17.0802576s,S,12>24
17.0802576s,S,25>3
17.0802576s,S,18>3
17.0802576s,S,7>23
17.0822379s,S,2>25
17.0862381s,S,9>6
17.0862381s,S,17>8
17.0862381s,S,17>21
17.0882384s,S,7>1
17.0912394s,S,23>21
17.0912394s,S,21>7
17.0932399s,D,22>5
17.0932399s,S,6>25
17.0932399s,S,6>10
17.0932399s,C,22>15
17.0932399s,C,22>15
17.0932399s,S,22>5
17.0932399s,C,15>22
17.0932399s,C,15>22
17.0942406s,S,22>10
17.0942406s,S,4>10
17.0942406s,S,10>3
17.0942406s,S,4>18
17.0962406s,S,12>17
17.0962406s,S,12>1
17.0962406s,S,4>25
17.0992413s,S,21>8
17.0992413s,S,22>12
17.0992413s,S,8>23
17.1022417s,S,11>4
17.1032427s,S,11>15
17.1032427s,S,21>11
17.1052427s,S,22>1
17.1052427s,S,15>18
17.1052427s,S,9>21
17.1052427s,S,9>5
17.1052427s,S,18>4
17.1052427s,S,18>0
17.1062466s,S,25>19
17.1082463s,S,7>13
17.1082463s,S,18>23
17.1092467s,S,15>19
17.1092467s,S,13>3
17.1092467s,S,23>7
17.1092467s,S,4>23
17.1092467s,S,23>18
17.1092467s,S,4>17
17.1112616s,S,19>5
17.1162626s,S,1>8
17.1162626s,S,16>11
17.1162626s,S,2>9
17.1162626s,S,17>14
17.1162626s,S,16>15
17.1162626s,S,2>20
17.1182631s,S,11>12
17.1182631s,S,17>23
17.1182631s,S,18>7
17.1182631s,S,11>0
17.1182631s,S,18>6
17.1202637s,S,12>18
17.1222499s,S,9>3
17.1222499s,S,19>24
17.1222499s,S,9>20
17.1242498s,S,13>19
17.1242498s,S,24>0
17.1242498s,S,3>20
