t,c,d
8h52m50.7830223s,D,22>27
8h52m50.7830223s,C,22>8
8h52m50.7830223s,S,22>27:51
8h52m50.7830223s,C,22>8
8h52m50.7830223s,C,8>22
8h52m50.7830223s,C,8>22
8h52m50.7850416s,S,11>25:50
8h52m50.7850416s,S,1>12:50
8h52m50.7850416s,S,0>20:50
8h52m50.7850416s,S,14>1:50
8h52m50.7850416s,S,11>14:50
8h52m50.7850416s,S,27>26:52
8h52m50.7870419s,S,15>21:50
8h52m50.7870419s,S,10>21:50
8h52m50.7870419s,S,15>4:50
8h52m50.7870419s,S,0>9:50
8h52m50.7890422s,S,14>2:50
8h52m50.7890422s,S,14>11:50
8h52m50.7890422s,S,10>23:50
8h52m50.7910427s,D,19>9
8h52m50.7910427s,S,25>26:50
8h52m50.7910427s,S,10>25:50
8h52m50.7910427s,C,19>24
8h52m50.7910427s,C,24>19
8h52m50.7910427s,S,19>9:51
8h52m50.7910427s,C,19>24
8h52m50.7910427s,C,24>19
8h52m50.793043s,D,26>8
8h52m50.793043s,S,3>18:50
8h52m50.793043s,S,25>14:51
8h52m50.793043s,S,6>11:50
8h52m50.793043s,S,8>25:52
8h52m50.793043s,D,4>26
8h52m50.793043s,S,26>8:51
8h52m50.793043s,C,26>21
8h52m50.793043s,C,26>21
8h52m50.793043s,S,4>26:51
8h52m50.793043s,C,21>26
8h52m50.793043s,C,21>26
8h52m50.7950438s,D,21>14
8h52m50.7950438s,C,14>23
8h52m50.7950438s,S,21>14:51
8h52m50.7950438s,C,14>23
8h52m50.7950438s,C,23>14
8h52m50.7950438s,C,23>14
8h52m50.7970441s,S,13>22:50
8h52m50.7970441s,S,24>27:52
8h52m50.7970441s,S,25>0:50
8h52m50.7970441s,S,2>9:50
8h52m50.7970441s,S,27>25:50
8h52m50.7970441s,S,27>0:50
8h52m50.7990274s,S,9>21:50
8h52m50.8020248s,S,24>9:50
8h52m50.8030455s,S,16>3:50
8h52m50.8030455s,S,6>7:50
8h52m50.8030455s,S,9>23:52
8h52m50.8050457s,S,3>17:50
8h52m50.8050457s,S,22>19:50
8h52m50.8050457s,S,17>13:50
8h52m50.8050457s,S,22>13:50
8h52m50.8070463s,S,6>19:50
8h52m50.8070463s,S,23>0:50
8h52m50.8070463s,S,23>8:50
8h52m50.8070463s,S,7>12:50
8h52m50.8090465s,S,19>11:50
8h52m50.8090465s,S,21>10:50
8h52m50.8110471s,S,12>19:50
8h52m50.8120472s,S,0>22:50
8h52m50.8130477s,S,26>20:50
8h52m50.8140478s,S,24>13:50
8h52m50.8140478s,S,24>6:50
8h52m50.8160735s,S,9>26:50
8h52m50.818029s,S,24>18:51
8h52m50.818029s,S,12>24:52
8h52m50.8200295s,D,27>20
8h52m50.8200295s,S,23>12:50
8h52m50.8200295s,S,23>11:50
8h52m50.8200295s,S,23>17:51
8h52m50.8200295s,S,27>20:51
8h52m50.8220497s,S,11>23:50
8h52m50.8220497s,S,3>25:50
8h52m50.8240497s,S,2>13:50
8h52m50.8240497s,S,1>9:50
8h52m50.8250501s,S,2>15:50
8h52m50.8250501s,S,1>15:50
8h52m50.8260502s,S,22>25:50
8h52m50.8260502s,S,22>26:50
8h52m50.8260502s,S,27>13:52
8h52m50.8300314s,S,16>21:51
8h52m50.8300314s,S,18>3:50
8h52m50.8300314s,S,10>8:50
8h52m50.8310512s,S,12>4:50
8h52m50.8310512s,S,8>26:52
8h52m50.8340316s,S,0>25:50
8h52m50.8360331s,D,13>26
8h52m50.8360331s,S,22>0:50
8h52m50.8360331s,C,26>7
8h52m50.8360331s,C,26>7
8h52m50.8360331s,C,13>6
8h52m50.8360331s,C,7>26
8h52m50.8360331s,S,13>26:51
8h52m50.8360331s,C,13>6
8h52m50.8360331s,C,6>13
8h52m50.8360331s,C,7>26
8h52m50.8360331s,C,6>13
8h52m50.8370335s,S,6>12:50
8h52m50.8380336s,S,1>23:50
8h52m50.8380336s,S,23>3:50
8h52m50.8390508s,S,10>9:50
8h52m50.8390508s,S,10>23:50
8h52m50.8390508s,S,19>4:50
8h52m50.841032s,D,26>13
8h52m50.841032s,C,13>26
8h52m50.841032s,C,26>13
8h52m50.841032s,C,13>26
8h52m50.841032s,C,26>13
8h52m50.841032s,C,13>26
8h52m50.841032s,C,13>26
8h52m50.841032s,C,26>13
8h52m50.841032s,S,26>13:51
8h52m50.841032s,C,26>13
8h52m50.8420341s,S,5>8:50
8h52m50.8431908s,S,0>1:50
8h52m50.8431908s,S,10>13:50
8h52m50.8431908s,S,18>4:50
8h52m50.8431908s,S,9>19:52
8h52m50.8431908s,S,18>0:50
8h52m50.8450518s,S,18>1:50
8h52m50.8450518s,S,27>26:50
8h52m50.8450518s,S,26>0:50
8h52m50.8450518s,S,18>16:50
8h52m50.8460358s,S,3>23:50
8h52m50.8460358s,S,26>4:52
8h52m50.847055s,S,7>22:51
8h52m50.847055s,S,15>8:50
8h52m50.8491163s,S,11>4:50
8h52m50.8491163s,S,14>22:50
8h52m50.8491163s,S,13>20:50
8h52m50.8510362s,S,21>5:50
8h52m50.8510362s,S,3>8:50
8h52m50.8510362s,S,22>7:51
8h52m50.8510362s,S,27>22:52
8h52m50.8520533s,S,14>10:50
8h52m50.8520533s,S,7>6:50
8h52m50.8520533s,S,9>2:50
8h52m50.8520533s,S,7>0:50
8h52m50.8540536s,S,1>11:50
8h52m50.8540536s,S,24>14:52
8h52m50.8540536s,S,14>9:50
8h52m50.8540536s,S,19>13:50
8h52m50.8550543s,D,19>8
8h52m50.8550543s,C,19>18
8h52m50.8550543s,S,19>8:51
8h52m50.8550543s,C,19>18
8h52m50.8550543s,C,18>19
8h52m50.8550543s,C,18>19
8h52m50.8570543s,S,19>22:50
8h52m50.858055s,S,20>18:52
8h52m50.8591413s,S,3>20:50
8h52m50.8591413s,S,22>21:50
8h52m50.8591413s,S,3>17:50
8h52m50.8610551s,S,21>17:50
8h52m50.8620558s,D,4>25
8h52m50.8620558s,S,2>16:50
8h52m50.8620558s,S,4>25:51
8h52m50.8620558s,C,25>14
8h52m50.8620558s,C,14>25
8h52m50.8620558s,C,25>14
8h52m50.8620558s,C,14>25
8h52m50.8640394s,S,25>2:50
8h52m50.8650451s,S,11>2:50
8h52m50.867167s,D,26>24
8h52m50.867167s,S,10>24:50
8h52m50.867167s,S,22>5:52
8h52m50.867167s,D,18>17
8h52m50.867167s,S,26>24:51
8h52m50.867167s,S,18>17:51
8h52m50.8690389s,S,14>21:52
8h52m50.8690389s,S,23>4:50
8h52m50.8690389s,S,17>23:52
8h52m50.8700451s,S,25>10:51
8h52m50.8700451s,S,10>25:50
8h52m50.8700451s,S,6>23:50
8h52m50.8700451s,S,10>27:50
8h52m50.8720395s,S,11>14:50
8h52m50.8730423s,S,13>3:50
8h52m50.8750402s,S,25>7:50
8h52m50.8780406s,D,23>2
8h52m50.8780406s,S,7>19:50
8h52m50.8780406s,S,23>2:51
8h52m50.879041s,S,9>21:50
8h52m50.879041s,S,23>12:50
8h52m50.879041s,S,23>6:50
8h52m50.8820444s,S,18>23:50
8h52m50.8820444s,S,10>21:50
8h52m50.8840452s,S,15>3:50
8h52m50.886061s,S,8>26:51
8h52m50.886061s,S,27>9:50
8h52m50.888061s,S,1>18:50
8h52m50.888061s,S,15>4:50
8h52m50.888061s,S,18>3:50
8h52m50.888061s,S,12>21:50
8h52m50.888061s,S,22>13:50
8h52m50.888061s,S,10>9:50
8h52m50.8900615s,D,21>6
8h52m50.8900615s,S,12>16:50
8h52m50.8900615s,C,21>24
8h52m50.8900615s,C,24>21
8h52m50.8900615s,C,21>24
8h52m50.8900615s,S,21>6:51
8h52m50.8900615s,C,24>21
8h52m50.891062s,S,5>7:50
8h52m50.891062s,S,18>11:50
8h52m50.8920621s,S,16>18:50
8h52m50.8920621s,S,16>3:50
8h52m50.8930622s,S,24>22:50
8h52m50.8930622s,S,25>15:52
8h52m50.8950628s,S,23>5:50
8h52m50.8960629s,S,1>0:50
8h52m50.8980467s,S,11>15:50
8h52m50.8990472s,S,27>10:50
8h52m50.8990472s,S,27>0:50
8h52m50.9000476s,S,24>18:50
8h52m50.9000476s,S,24>26:51
8h52m50.9000476s,S,18>24:52
8h52m50.9020476s,S,14>5:50
8h52m50.9020476s,S,4>6:50
8h52m50.903048s,S,27>18:50
8h52m50.903048s,S,23>11:50
8h52m50.903048s,S,3>14:50
8h52m50.903048s,S,15>18:50
8h52m50.903048s,S,23>0:52
8h52m50.9090661s,S,3>25:50
8h52m50.9090661s,S,24>27:50
8h52m50.9100662s,S,17>18:52
8h52m50.9100662s,S,11>13:50
8h52m50.9110663s,S,6>5:50
8h52m50.9110663s,S,6>7:50
8h52m50.9120668s,S,3>9:50
8h52m50.9120668s,S,19>1:50
8h52m50.914067s,S,8>19:52
8h52m50.9160532s,S,26>27:50
8h52m50.9160532s,S,26>20:50
8h52m50.9160532s,S,14>19:50
8h52m50.9170527s,S,1>17:50
8h52m50.9180511s,D,18>8
8h52m50.9180511s,D,15>19
8h52m50.9180511s,C,19>22
8h52m50.9180511s,S,2>7:50
8h52m50.9180511s,S,23>3:50
8h52m50.9180511s,C,15>25
8h52m50.9180511s,S,19>13:50
8h52m50.9180511s,S,15>19:51
8h52m50.9180511s,C,18>15
8h52m50.9180511s,S,19>14:50
8h52m50.9180511s,C,15>18
8h52m50.9180511s,S,22>20:50
8h52m50.9180511s,C,19>22
8h52m50.9180511s,C,22>19
8h52m50.9180511s,C,25>15
8h52m50.9180511s,C,22>19
8h52m50.9180511s,S,22>25:50
8h52m50.9180511s,C,15>25
8h52m50.9180511s,C,8>19
8h52m50.9180511s,C,18>15
8h52m50.9180511s,S,18>8:51
8h52m50.9180511s,C,15>18
8h52m50.9180511s,C,25>15
8h52m50.9180511s,C,8>19
8h52m50.9180511s,C,19>8
8h52m50.9180511s,C,19>8
8h52m50.9190518s,S,5>19:50
8h52m50.9190518s,S,21>16:52
8h52m50.9200687s,S,0>9:50
8h52m50.9200687s,S,13>21:50
8h52m50.9210688s,S,15>26:50
8h52m50.9220689s,S,10>16:50
8h52m50.9220689s,S,23>9:50
8h52m50.9220689s,S,7>22:52
8h52m50.9220689s,S,22>7:52
8h52m50.9220689s,S,22>26:51
8h52m50.9230694s,S,19>0:50
8h52m50.9230694s,S,25>13:50
8h52m50.9230694s,S,18>1:50
8h52m50.9230694s,S,18>16:52
8h52m50.9250696s,S,27>1:50
8h52m50.9250696s,S,6>24:50
8h52m50.9250696s,S,8>25:51
8h52m50.9250696s,S,26>8:52
8h52m50.92607s,S,14>2:50
8h52m50.92607s,S,20>27:52
8h52m50.9270702s,D,19>2
8h52m50.9270702s,S,22>16:50
8h52m50.9270702s,S,2>23:52
8h52m50.9270702s,S,19>2:51
8h52m50.9280703s,S,15>6:50
8h52m50.9290707s,S,18>17:50
8h52m50.9300709s,S,1>6:50
8h52m50.931071s,S,0>3:50
8h52m50.9330537s,S,11>4:50
8h52m50.9340553s,D,7>21
8h52m50.9340553s,C,21>22
8h52m50.9340553s,C,21>22
8h52m50.9340553s,C,22>21
8h52m50.9340553s,S,7>21:51
8h52m50.9340553s,C,22>21
8h52m50.9350574s,S,10>14:50
8h52m50.9360722s,S,0>26:50
8h52m50.9360722s,S,18>4:50
8h52m50.9380728s,S,6>21:50
8h52m50.940073s,S,18>23:50
8h52m50.940073s,S,21>4:50
8h52m50.9410735s,D,16>25
8h52m50.9410735s,S,13>7:50
8h52m50.9410735s,S,26>11:50
8h52m50.9410735s,S,13>20:50
8h52m50.9410735s,S,16>25:51
8h52m50.9420736s,S,22>27:50
8h52m50.9430737s,S,25>4:52
8h52m50.9470748s,D,23>20
8h52m50.9470748s,S,11>19:50
8h52m50.9470748s,C,23>2
8h52m50.9470748s,C,23>2
8h52m50.9470748s,C,2>23
8h52m50.9470748s,S,23>20:51
8h52m50.9470748s,C,2>23
8h52m50.9490593s,S,10>27:50
8h52m50.9490593s,S,10>0:50
8h52m50.9490593s,S,25>10:50
8h52m50.9490593s,S,8>18:52
8h52m50.9490593s,S,10>24:50
8h52m50.9490593s,S,10>25:50
8h52m50.9490593s,S,23>11:50
8h52m50.9490593s,S,23>8:50
8h52m50.9520603s,S,12>9:50
8h52m50.9520603s,S,27>22:50
8h52m50.953061s,S,18>9:50
8h52m50.9550606s,S,23>1:50
8h52m50.9560614s,D,4>22
8h52m50.9560614s,S,26>2:51
8h52m50.9560614s,S,27>14:50
8h52m50.9560614s,S,4>22:51
8h52m50.9570618s,S,14>24:50
8h52m50.9600622s,S,1>24:50
8h52m50.9620616s,S,7>17:50
8h52m50.9620616s,S,7>6:50
8h52m50.9620616s,S,8>10:50
8h52m50.9650608s,S,18>0:50
8h52m50.9660624s,S,3>0:50
8h52m50.9660624s,D,25>12
8h52m50.9660624s,S,13>25:50
8h52m50.9660624s,S,25>2:50
8h52m50.9660624s,S,3>20:50
8h52m50.9660624s,C,25>4
8h52m50.9660624s,C,4>25
8h52m50.9660624s,S,25>12:51
8h52m50.9660624s,C,25>4
8h52m50.9660624s,C,4>25
8h52m50.9680629s,D,18>15
8h52m50.9680629s,S,6>15:50
8h52m50.9680629s,S,6>23:50
8h52m50.9680629s,C,18>27
8h52m50.9680629s,C,18>27
8h52m50.9680629s,C,27>18
8h52m50.9680629s,S,18>15:51
8h52m50.9680629s,C,27>18
8h52m50.9710803s,S,18>10:50
8h52m50.9730806s,S,26>23:50
8h52m50.974081s,S,2>7:50
8h52m50.9760813s,S,12>19:50
8h52m50.9760813s,S,23>18:50
8h52m50.9760813s,S,3>8:50
8h52m50.9760813s,S,3>14:50
8h52m50.9790647s,S,16>18:50
8h52m50.9790647s,S,27>26:50
8h52m50.9790647s,S,19>11:50
8h52m50.9790647s,S,27>1:51
8h52m50.9820656s,S,24>1:50
8h52m50.9820656s,S,18>3:50
8h52m50.9820656s,S,18>24:50
8h52m50.9820656s,S,18>9:50
8h52m50.9820656s,S,24>12:50
8h52m50.9860653s,D,17>25
8h52m50.9860653s,S,26>22:52
8h52m50.9860653s,S,17>25:51
8h52m50.9860653s,S,23>12:50
8h52m50.9860653s,S,15>8:50
8h52m50.9860653s,C,25>5
8h52m50.9860653s,S,15>3:50
8h52m50.9860653s,C,5>25
8h52m50.9860653s,C,5>25
8h52m50.9860653s,C,25>5
8h52m50.9870818s,S,24>10:51
8h52m50.9870818s,S,24>26:52
8h52m50.9870818s,S,26>24:52
8h52m50.9881045s,S,11>8:50
8h52m50.9881045s,S,23>4:50
8h52m50.9881045s,S,11>15:50
8h52m50.9881045s,S,1>15:50
8h52m50.9881045s,S,23>5:50
8h52m50.9900972s,S,14>9:50
8h52m50.9900972s,S,24>22:50
8h52m50.9900972s,S,12>1:50
8h52m50.9910973s,S,26>19:50
8h52m50.9920974s,S,25>8:52
8h52m50.9920974s,S,5>7:50
8h52m50.9920974s,S,5>12:50
8h52m50.9940983s,S,22>7:50
8h52m50.9940983s,S,13>10:50
8h52m50.9940983s,S,25>3:50
8h52m50.9940983s,S,7>0:50
8h52m50.9940983s,S,22>13:50
8h52m50.9940983s,S,7>22:50
8h52m50.9960874s,S,19>15:51
8h52m50.9960874s,S,23>3:50
8h52m50.9960874s,S,8>5:50
8h52m50.9960874s,S,2>19:52
8h52m50.997089s,S,21>10:50
8h52m50.9990884s,S,4>14:50
8h52m50.9990884s,S,10>8:50
8h52m50.9990884s,S,10>17:50
8h52m50.9990884s,S,0>18:50
8h52m51.0000885s,S,27>10:50
8h52m51.0010895s,S,18>16:50
8h52m51.0010895s,S,20>13:51
8h52m51.0010895s,S,23>0:50
8h52m51.0020897s,S,7>23:51
8h52m51.0020897s,S,21>7:52
8h52m51.0020897s,S,24>14:50
8h52m51.0040893s,S,10>16:50
8h52m51.0040893s,S,14>3:50
8h52m51.0040893s,S,19>9:50
8h52m51.0040893s,S,19>14:50
8h52m51.0040893s,S,23>10:50
8h52m51.0050895s,S,2>26:52
8h52m51.0090903s,S,21>16:51
8h52m51.0090903s,S,14>27:50
8h52m51.010091s,S,22>25:51
8h52m51.0150916s,S,11>17:50
8h52m51.0160927s,D,26>12
8h52m51.0160927s,C,26>20
8h52m51.0160927s,S,26>12:51
8h52m51.0160927s,C,26>20
8h52m51.0160927s,C,20>26
8h52m51.0160927s,C,20>26
8h52m51.0180923s,S,26>27:50
8h52m51.0180923s,S,22>4:52
8h52m51.0180923s,S,15>5:50
8h52m51.0190925s,S,27>13:50
8h52m51.0200932s,S,3>17:50
8h52m51.0200932s,S,22>0:50
8h52m51.0210933s,S,11>13:50
8h52m51.0230936s,S,1>9:50
8h52m51.0250941s,S,26>0:50
8h52m51.0280954s,S,25>1:50
8h52m51.0280954s,S,10>25:52
8h52m51.0290955s,S,27>0:50
8h52m51.0300965s,S,13>8:50
8h52m51.0320959s,S,2>15:50
8h52m51.0320959s,S,5>15:50
8h52m51.0320959s,S,22>15:50
8h52m51.0320959s,S,22>20:50
8h52m51.0320959s,S,10>22:50
8h52m51.0330961s,S,13>19:50
8h52m51.0330961s,S,0>23:50
8h52m51.0330961s,S,1>27:52
8h52m51.035096s,S,18>23:50
8h52m51.035096s,S,18>3:50
8h52m51.038097s,S,13>24:50
8h52m51.038097s,S,14>5:50
8h52m51.0390971s,S,6>3:50
8h52m51.0390971s,S,23>9:50
8h52m51.0390971s,S,6>21:52
8h52m51.0400973s,S,10>26:50
8h52m51.041098s,S,19>6:50
8h52m51.041098s,S,10>13:50
8h52m51.041098s,S,1>25:50
8h52m51.0430979s,S,25>10:50
8h52m51.0450991s,S,22>16:50
8h52m51.0450991s,S,19>7:50
8h52m51.0470993s,S,3>8:50
8h52m51.0480998s,S,21>17:50
8h52m51.0480998s,S,1>11:50
8h52m51.0480998s,S,6>4:50
8h52m51.0480998s,S,22>13:50
8h52m51.0480998s,S,6>5:50
8h52m51.0500994s,S,27>22:50
8h52m51.0500994s,S,23>10:50
8h52m51.0500994s,S,20>23:52
8h52m51.0521003s,S,12>25:52
8h52m51.0531004s,S,12>21:50
8h52m51.0541006s,S,25>16:52
8h52m51.055101s,S,16>22:50
8h52m51.055101s,S,19>3:50
8h52m51.0561023s,S,18>4:50
8h52m51.0561023s,S,11>6:50
8h52m51.0581014s,S,14>21:50
8h52m51.0581014s,S,8>25:50
8h52m51.0581014s,S,13>2:50
8h52m51.0581014s,S,11>25:50
8h52m51.0591021s,S,18>15:50
8h52m51.0591021s,S,15>18:52
8h52m51.0611021s,D,23>21
8h52m51.0611021s,C,21>13
8h52m51.0611021s,C,21>13
8h52m51.0611021s,C,13>21
8h52m51.0611021s,C,23>5
8h52m51.0611021s,C,13>21
8h52m51.0611021s,C,23>5
8h52m51.0611021s,S,23>21:51
8h52m51.0611021s,C,5>23
8h52m51.0611021s,C,5>23
8h52m51.0621022s,S,25>17:52
8h52m51.0641039s,S,18>2:50
8h52m51.0641039s,S,24>13:50
8h52m51.0641039s,S,18>24:50
8h52m51.0641039s,S,4>21:50
8h52m51.0641039s,S,23>7:52
8h52m51.0641039s,S,26>22:50
8h52m51.0661036s,S,27>25:50
8h52m51.0661036s,S,22>2:50
8h52m51.0661036s,S,22>7:50
8h52m51.0671037s,S,3>13:50
8h52m51.0681041s,S,7>17:50
8h52m51.0681041s,S,24>10:50
8h52m51.0681041s,S,10>24:52
8h52m51.0701044s,D,16>23
8h52m51.0701044s,S,23>1:50
8h52m51.0701044s,C,23>21
8h52m51.0701044s,C,23>21
8h52m51.0701044s,C,21>23
8h52m51.0701044s,S,16>23:51
8h52m51.0701044s,C,21>23
8h52m51.0721044s,S,23>16:51
8h52m51.0721044s,D,17>26
8h52m51.0721044s,S,15>17:50
8h52m51.0721044s,S,24>12:50
8h52m51.0721044s,S,3>20:50
8h52m51.0721044s,C,26>2
8h52m51.0721044s,S,12>26:52
8h52m51.0721044s,C,26>2
8h52m51.0721044s,C,17>18
8h52m51.0721044s,S,26>10:51
8h52m51.0721044s,S,17>26:51
8h52m51.0721044s,C,18>17
8h52m51.0721044s,C,18>17
8h52m51.0721044s,S,3>6:50
8h52m51.0721044s,S,3>9:50
8h52m51.0721044s,S,15>6:50
8h52m51.0721044s,C,2>26
8h52m51.0721044s,C,17>18
8h52m51.0721044s,C,2>26
8h52m51.0731048s,S,8>26:50
8h52m51.0731048s,S,26>23:50
8h52m51.0751054s,S,14>4:50
8h52m51.0761055s,S,10>21:50
8h52m51.0771059s,S,18>1:50
8h52m51.0791062s,S,23>4:50
8h52m51.0791062s,S,23>5:50
8h52m51.0791062s,S,11>26:50
8h52m51.0791062s,S,4>17:50
8h52m51.0801066s,S,14>10:50
8h52m51.0811067s,S,10>17:50
8h52m51.0811067s,S,18>5:50
8h52m51.0811067s,S,25>21:50
8h52m51.0811067s,S,25>3:51
8h52m51.0811067s,S,10>16:50
8h52m51.0821069s,D,24>8
8h52m51.0821069s,C,8>5
8h52m51.0821069s,C,8>5
8h52m51.0821069s,S,24>8:51
8h52m51.0821069s,C,5>8
8h52m51.0821069s,C,5>8
8h52m51.0831079s,S,1>27:50
8h52m51.0861088s,D,7>20
8h52m51.0861088s,S,18>23:50
8h52m51.0861088s,S,10>18:50
8h52m51.0861088s,S,7>20:51
8h52m51.0861088s,S,24>0:50
8h52m51.0881082s,S,15>1:50
8h52m51.0881082s,S,1>14:50
8h52m51.0881082s,S,10>14:50
8h52m51.0891092s,S,5>14:50
8h52m51.0891092s,S,19>9:50
8h52m51.0911089s,S,0>13:50
8h52m51.0911089s,S,0>18:50
8h52m51.0921093s,S,20>10:51
8h52m51.0921093s,S,13>20:52
8h52m51.0931095s,S,5>12:50
8h52m51.0941096s,S,13>22:50
8h52m51.0951103s,S,13>0:50
8h52m51.0951103s,S,23>3:50
8h52m51.0951103s,S,16>21:52
8h52m51.0961104s,S,23>0:50
8h52m51.0961104s,S,23>26:50
8h52m51.0981104s,S,21>5:50
8h52m51.1021112s,S,7>6:50
8h52m51.1031117s,S,25>26:50
8h52m51.1031117s,S,18>11:50
8h52m51.1031117s,S,24>14:50
8h52m51.1031117s,S,25>22:52
8h52m51.1031117s,S,24>26:50
8h52m51.1041118s,S,18>0:50
8h52m51.1071125s,D,21>27
8h52m51.1071125s,S,3>26:50
8h52m51.1071125s,S,21>27:51
8h52m51.1081126s,S,6>7:50
8h52m51.1081126s,S,6>15:50
8h52m51.1091139s,S,8>21:50
8h52m51.1121143s,S,3>25:50
8h52m51.1121143s,S,19>14:51
8h52m51.1121143s,S,15>19:52
8h52m51.1121143s,S,19>15:52
8h52m51.1131144s,S,13>27:50
8h52m51.1141154s,D,22>11
8h52m51.1141154s,S,22>11:51
8h52m51.1161148s,S,12>9:50
8h52m51.1161148s,S,23>10:50
8h52m51.1161148s,S,27>20:50
8h52m51.118116s,S,25>0:50
8h52m51.118116s,S,10>26:52
8h52m51.118116s,S,1>7:50
8h52m51.118116s,S,26>17:52
8h52m51.1211155s,S,26>0:50
8h52m51.1211155s,S,4>23:50
8h52m51.1231163s,S,26>8:50
8h52m51.124117s,S,8>11:50
8h52m51.124117s,S,7>23:50
8h52m51.124117s,S,26>25:50
8h52m51.124117s,S,26>22:50
8h52m51.1251172s,S,4>14:50
8h52m51.1251172s,S,22>0:50
8h52m51.1251172s,S,22>24:50
8h52m51.1251172s,S,11>8:50
8h52m51.1281179s,D,17>27
8h52m51.1281179s,S,10>20:50
8h52m51.1281179s,C,17>25
8h52m51.1281179s,S,17>27:51
8h52m51.1281179s,C,17>25
8h52m51.1281179s,C,25>17
8h52m51.1281179s,C,25>17
8h52m51.1301175s,D,26>7
8h52m51.1301175s,S,0>19:50
8h52m51.1301175s,C,7>25
8h52m51.1301175s,S,23>9:50
8h52m51.1301175s,S,23>4:50
8h52m51.1301175s,C,26>27
8h52m51.1301175s,C,25>7
8h52m51.1301175s,S,26>7:51
8h52m51.1301175s,C,25>7
8h52m51.1301175s,C,7>25
8h52m51.1301175s,C,27>26
8h52m51.1301175s,C,26>27
8h52m51.1301175s,C,27>26
8h52m51.1311182s,S,19>4:50
8h52m51.1311182s,S,19>3:50
8h52m51.1311182s,S,27>0:50
8h52m51.1341189s,S,1>25:50
8h52m51.1341189s,S,11>2:50
8h52m51.1351191s,S,22>16:50
8h52m51.1361192s,S,22>2:50
8h52m51.1371193s,S,22>13:50
8h52m51.1391199s,S,6>1:50
8h52m51.1391199s,S,24>6:50
8h52m51.14012s,S,19>11:50
8h52m51.14012s,S,14>10:50
8h52m51.14012s,S,14>16:50
8h52m51.143121s,S,22>20:50
8h52m51.143121s,S,6>12:50
8h52m51.143121s,S,22>15:50
8h52m51.1441211s,S,18>23:50
8h52m51.1441211s,S,18>2:50
8h52m51.1441211s,S,14>27:50
8h52m51.1441211s,S,13>8:50
8h52m51.1451212s,S,16>4:50
8h52m51.1481219s,S,1>19:50
8h52m51.1481219s,S,11>7:50
8h52m51.1481219s,S,23>8:50
8h52m51.1481219s,S,10>8:50
8h52m51.1481219s,S,10>14:50
8h52m51.1491224s,S,18>15:50
8h52m51.1501225s,S,24>27:50
8h52m51.1501225s,S,8>18:50
8h52m51.1511226s,S,12>1:50
8h52m51.1511226s,S,27>9:50
8h52m51.1511226s,S,27>25:50
8h52m51.1531229s,S,24>22:51
8h52m51.1531229s,S,23>16:52
8h52m51.1531229s,S,8>24:52
8h52m51.1531229s,S,16>23:52
8h52m51.1541233s,S,8>3:50
8h52m51.1551237s,S,11>13:50
8h52m51.157124s,S,19>16:50
8h52m51.157124s,S,10>17:50
8h52m51.157124s,S,10>16:50
8h52m51.1581244s,S,26>4:50
8h52m51.1611245s,S,23>18:50
8h52m51.1611245s,S,23>10:50
8h52m51.1611245s,S,23>1:50
8h52m51.1631254s,S,24>12:50
8h52m51.1631254s,S,10>26:50
8h52m51.1631254s,S,3>0:50
8h52m51.1631254s,S,15>12:50
8h52m51.1631254s,S,26>3:50
8h52m51.1631254s,S,17>4:50
8h52m51.1651259s,S,25>16:50
8h52m51.1651259s,S,16>15:50
8h52m51.1671265s,S,5>7:50
8h52m51.1671265s,S,21>25:51
8h52m51.1671265s,S,27>21:52
8h52m51.1681278s,D,9>20
8h52m51.1681278s,S,18>5:50
8h52m51.1681278s,S,18>8:50
8h52m51.1681278s,S,25>11:50
8h52m51.1681278s,S,9>20:51
8h52m51.170128s,S,13>2:50
8h52m51.1711285s,S,4>11:50
8h52m51.1711285s,S,11>22:52
8h52m51.1721286s,S,3>15:50
8h52m51.1741288s,S,11>6:50
8h52m51.1741288s,S,1>12:50
8h52m51.1781294s,S,0>1:50
8h52m51.1781294s,S,27>17:52
8h52m51.1791304s,S,10>25:50
8h52m51.1791304s,S,15>1:50
8h52m51.1791304s,S,15>2:50
8h52m51.1801305s,S,12>23:51
8h52m51.1801305s,S,8>6:50
8h52m51.1811306s,S,23>9:50
8h52m51.1811306s,S,0>13:50
8h52m51.1811306s,S,23>4:50
8h52m51.1821319s,S,13>17:50
8h52m51.1821319s,S,21>8:50
8h52m51.1841313s,D,25>23
8h52m51.1841313s,S,13>20:50
8h52m51.1841313s,S,20>0:50
8h52m51.1841313s,S,23>12:50
8h52m51.1841313s,S,25>26:50
8h52m51.1841313s,C,23>11
8h52m51.1841313s,S,25>8:50
8h52m51.1841313s,C,23>11
8h52m51.1841313s,C,11>23
8h52m51.1841313s,S,25>23:51
8h52m51.1841313s,S,6>4:50
8h52m51.1841313s,C,11>23
8h52m51.185132s,S,7>11:50
8h52m51.1871314s,S,27>1:50
8h52m51.1891326s,S,24>13:50
8h52m51.1891326s,S,24>26:50
8h52m51.1901336s,S,26>19:51
8h52m51.1901336s,S,7>26:52
8h52m51.1921327s,S,4>6:50
8h52m51.1921327s,S,11>25:50
8h52m51.1921327s,S,23>8:50
8h52m51.1931334s,S,21>15:50
8h52m51.1931334s,S,22>10:50
8h52m51.1931334s,S,22>5:50
8h52m51.1941546s,D,17>24
