t,c,d
22.57578s,S,8>16:50
22.5777803s,S,21>15:51
22.5777803s,S,23>21:52
22.580781s,D,6>24:26000000
22.580781s,S,12>9:50
22.580781s,S,12>19:50
22.580781s,C,24>16
22.580781s,S,6>24:51
22.580781s,C,24>16
22.580781s,C,16>24
22.580781s,C,16>24
22.5817817s,D,7>24:19000000
22.5817817s,C,24>12
22.5817817s,C,24>12
22.5817817s,C,12>24
22.5817817s,S,7>24:51
22.5817817s,C,12>24
22.5827824s,S,9>26:50
22.5877828s,S,7>5:50
22.5877828s,S,4>9:50
22.5877828s,S,18>17:50
22.5877828s,S,7>21:50
22.5907829s,S,17>21:50
22.5917836s,S,16>15:50
22.594784s,S,22>20:50
22.5957841s,S,15>26:50
22.5967845s,S,24>13:51
22.5967845s,S,1>7:50
22.597785s,S,2>9:50
22.6027856s,S,20>1:50
22.6027856s,S,2>20:50
22.6027856s,S,20>23:50
22.6037857s,S,1>0:50
22.6037857s,S,22>1:50
22.6037857s,S,11>3:50
22.6037857s,S,18>2:50
22.6037857s,S,11>25:50
22.6047859s,S,19>3:50
22.6057869s,S,8>1:50
22.6057869s,S,26>17:50
22.6077869s,S,15>3:50
22.6107869s,S,1>13:50
22.6107869s,S,22>6:50
22.6137882s,S,9>8:50
22.6147883s,S,18>8:50
22.6147883s,S,26>2:50
22.6147883s,S,10>6:50
22.6157885s,S,10>26:50
22.6167886s,S,24>3:50
22.6177887s,S,12>21:50
22.6187892s,S,22>14:50
22.6207897s,S,17>3:50
22.6207897s,S,15>1:50
22.6207897s,S,17>19:50
22.623791s,S,25>17:50
22.623791s,S,25>4:50
22.623791s,S,18>20:52
22.6267908s,S,4>7:50
22.6277921s,S,18>19:50
22.6297915s,S,14>18:50
22.6297915s,S,22>25:50
22.6297915s,S,7>11:50
22.6297915s,S,14>16:50
22.6307919s,S,14>25:50
22.6307919s,S,18>7:50
22.6307919s,S,5>22:50
22.6317923s,S,9>4:50
22.6337923s,S,2>12:50
22.6337923s,S,20>0:50
22.6347927s,S,21>9:50
22.6357928s,S,8>25:50
22.6367933s,S,25>23:50
22.6367933s,S,13>23:50
22.6387944s,S,26>18:50
22.6387944s,S,26>0:50
22.6397945s,S,10>4:50
22.6408037s,S,17>24:50
22.6427958s,S,8>4:50
22.6437959s,S,4>23:50
22.6437959s,S,19>13:50
22.6437959s,S,19>15:50
22.6467963s,S,1>18:50
22.6467963s,S,11>7:50
22.6467963s,S,18>0:50
22.6467963s,S,20>5:50
22.6467963s,S,20>3:50
22.6487966s,S,5>10:50
22.6487966s,S,25>5:52
22.6487966s,S,26>9:50
22.6487966s,S,26>6:50
22.6537969s,S,6>26:50
22.6537969s,S,1>26:50
22.6537969s,D,20>15:29000000
22.6537969s,S,23>25:51
22.6537969s,S,18>8:50
22.6537969s,C,20>5
22.6537969s,C,5>20
22.6537969s,S,20>15:51
22.6537969s,C,20>5
22.6537969s,C,5>20
22.657798s,S,12>15:50
22.657798s,S,6>10:50
22.6597989s,S,15>10:50
22.6597989s,S,22>7:50
22.6597989s,S,22>12:50
22.6597989s,S,16>1:50
22.6597989s,S,16>20:50
22.662799s,S,17>25:50
22.6637991s,S,9>25:50
22.6637991s,S,6>2:50
22.6677999s,D,5>26:18000000
22.6677999s,S,5>26:51
22.6708009s,S,19>4:50
22.6718013s,S,21>25:50
22.6728021s,S,13>24:52
22.6778042s,S,15>21:52
22.6778042s,S,7>21:51
22.6778042s,S,24>7:52
22.6798035s,S,12>6:50
22.6798035s,S,8>26:50
22.6798035s,S,11>2:50
22.6798035s,S,13>21:50
22.6798035s,S,11>25:50
22.6808031s,S,26>17:50
22.6858043s,S,17>3:50
22.6868042s,S,10>7:50
22.6878058s,S,26>8:50
22.6878058s,S,18>9:50
22.6878058s,S,1>24:50
22.6878058s,S,4>16:50
22.6878058s,S,7>5:50
22.6878058s,S,7>11:50
22.6908056s,D,21>2:12000000
22.6908056s,C,21>15
22.6908056s,C,15>21
22.6908056s,C,21>15
22.6908056s,S,21>2:51
22.6908056s,C,15>21
22.6918057s,S,15>14:50
22.6918057s,S,14>6:50
22.6938077s,S,1>10:50
22.6958065s,D,24>16:23000000
22.6958065s,S,4>22:50
22.6958065s,S,18>2:50
22.6958065s,C,24>10
22.6958065s,C,10>24
22.6958065s,S,24>16:51
22.6958065s,C,24>10
22.6958065s,C,10>24
22.6988084s,S,25>21:50
22.6988084s,S,20>16:50
22.7008077s,S,1>16:50
22.7018082s,S,8>12:50
22.7018082s,S,19>11:51
22.7018082s,S,11>3:50
22.7038093s,S,19>2:50
22.7038093s,S,20>22:50
22.7038093s,S,25>17:50
22.7038093s,S,20>23:50
22.705809s,S,10>1:50
22.705809s,S,22>0:50
22.705809s,S,10>6:50
22.7098098s,S,2>24:50
22.7098098s,S,2>20:50
22.7118101s,S,15>5:50
22.7118101s,S,24>6:52
22.7118101s,S,6>21:51
22.7128102s,S,18>24:50
22.7168113s,S,8>9:50
22.717812s,S,16>0:50
22.717812s,S,25>3:50
22.7228138s,S,22>14:50
22.7228138s,S,17>9:50
22.7248132s,S,9>10:50
22.7248132s,S,26>13:50
22.7258139s,S,14>3:50
22.7268146s,S,14>0:50
22.7318147s,S,11>9:50
22.7318147s,S,5>25:50
22.7318147s,S,22>25:50
22.7318147s,S,22>7:50
22.7328148s,S,8>11:50
22.7338153s,S,25>23:52
22.7348157s,S,26>18:50
22.7348157s,S,5>24:50
22.7348157s,S,26>0:50
22.7358161s,S,16>5:50
22.7388168s,S,18>0:50
22.7388168s,S,17>25:50
22.7388168s,S,17>15:50
22.7388168s,S,18>7:50
22.7408168s,D,23>8:7000000
22.7408168s,S,19>7:50
22.7408168s,C,8>1
22.7408168s,C,23>13
22.7408168s,C,1>8
22.7408168s,C,23>13
22.7408168s,C,8>1
22.7408168s,C,13>23
22.7408168s,S,23>8:51
22.7408168s,C,1>8
22.7408168s,C,13>23
22.7418169s,S,20>3:50
22.7418169s,S,8>16:50
22.7428173s,S,21>7:52
22.7428173s,S,7>18:50
22.7428173s,S,7>22:51
22.7428173s,S,10>21:50
22.7428173s,S,7>21:50
22.7448185s,S,26>6:50
22.7468187s,S,18>8:50
22.7488187s,S,24>13:50
22.7488187s,S,13>24:50
22.7488187s,S,10>2:50
22.7488187s,S,6>13:50
22.7488187s,S,17>4:50
22.7488187s,S,6>18:50
22.7498188s,S,15>12:50
22.7498188s,S,15>10:50
22.7508192s,S,21>4:51
22.7508192s,S,2>21:52
22.7558202s,S,11>2:50
22.7558202s,S,4>8:50
22.7568206s,S,11>22:50
22.7578207s,S,21>16:50
22.7588209s,S,12>20:50
22.7588209s,S,26>5:52
22.7598216s,S,19>20:50
22.7598216s,S,19>15:50
22.7628217s,S,8>7:50
22.7648222s,S,26>1:50
22.7678229s,S,4>23:50
22.7678229s,S,1>25:50
22.7688233s,S,5>10:50
22.7688233s,S,11>19:52
22.7738249s,S,7>6:50
22.7778251s,S,1>20:50
22.7778251s,S,23>5:51
22.7778251s,S,1>16:50
22.7778251s,S,8>23:52
22.7788252s,S,25>13:50
22.7788252s,S,19>12:50
22.7788252s,S,20>10:50
22.7808264s,S,12>2:50
22.7818268s,S,26>4:50
22.7848266s,S,25>22:50
22.7868274s,S,14>2:50
22.7898278s,D,19>24:21000000
22.7898278s,S,19>24:51
22.7898278s,S,7>8:50
22.7898278s,C,24>6
22.7898278s,C,6>24
22.7898278s,C,6>24
22.7898278s,C,24>6
22.7908291s,S,16>24:50
22.7918293s,S,4>10:50
22.7938286s,S,18>9:50
22.7938286s,S,25>10:50
22.7938286s,S,18>6:50
22.7948291s,S,10>11:50
22.8008304s,S,22>3:50
22.8008304s,S,10>21:50
22.8008304s,S,10>2:50
22.8008304s,S,15>20:52
22.8008304s,S,2>18:50
22.8008304s,S,7>17:50
22.8018314s,S,15>1:50
22.8018314s,S,14>13:50
22.8048312s,S,20>1:50
22.8048312s,S,20>23:50
22.8068324s,S,11>9:50
22.8078325s,S,7>5:50
22.8078325s,S,8>4:50
22.8078325s,S,8>3:50
22.8078325s,S,4>21:52
22.8078325s,S,7>24:50
22.8098328s,S,26>17:50
22.8108332s,S,24>16:50
22.8118333s,S,21>6:52
22.8118333s,S,22>12:50
22.8118333s,S,11>24:50
22.8118333s,S,22>0:50
22.8128338s,S,23>15:50
22.8148352s,S,23>9:50
22.8148352s,S,22>7:52
22.8168343s,S,20>14:50
22.8168343s,S,20>22:50
22.817835s,D,21>1:10000000
22.817835s,C,21>7
22.817835s,S,2>24:50
22.817835s,S,21>1:51
22.817835s,C,21>7
22.817835s,C,7>21
22.817835s,C,7>21
22.8198347s,S,4>26:50
22.8198347s,S,18>1:50
22.8218352s,S,19>11:50
22.8228356s,S,22>25:50
22.8238358s,S,13>11:50
22.8238358s,S,24>17:50
22.826837s,D,7>26:12000000
22.826837s,C,26>13
22.826837s,C,26>13
22.826837s,C,13>26
22.826837s,S,7>26:51
22.826837s,C,13>26
22.8298374s,S,18>7:50
22.8298374s,S,18>0:50
22.8298374s,S,17>18:50
22.8308376s,D,6>23:19000000
22.8308376s,S,20>2:50
22.8308376s,C,23>8
22.8308376s,C,23>8
22.8308376s,C,8>23
22.8308376s,S,6>23:51
22.8308376s,C,8>23
22.831838s,S,26>18:50
22.831838s,S,11>22:50
22.831838s,S,26>10:50
22.8338382s,S,19>13:50
22.834839s,S,7>10:50
22.834839s,S,6>14:50
22.8368392s,S,20>24:50
22.8368392s,D,24>6:26000000
22.8368392s,C,24>8
22.8368392s,D,22>8:9000000
22.8368392s,C,8>24
22.8368392s,S,10>25:50
22.8368392s,S,24>6:51
22.8368392s,S,22>8:51
22.8368392s,C,24>8
22.8368392s,C,8>24
22.8378396s,S,8>13:50
22.8398402s,S,14>11:50
22.8398402s,S,26>15:50
22.8398402s,S,4>19:50
22.8408403s,S,15>14:50
22.8428397s,S,12>5:50
22.8428397s,S,21>10:50
22.8438404s,S,8>26:50
22.8448406s,S,16>21:50
22.8448406s,S,1>7:50
22.8458422s,S,23>2:50
22.8478412s,S,15>16:50
22.8498424s,S,15>3:50
22.8518418s,S,10>15:50
22.8518418s,S,10>1:50
22.8518418s,S,2>6:50
22.8518418s,S,5>22:50
22.8548424s,S,5>7:50
22.8548424s,S,19>18:50
22.8558429s,S,7>19:50
22.8558429s,S,22>3:50
22.8568433s,S,14>15:50
22.8588436s,S,26>6:50
22.8588436s,S,14>13:50
22.8588436s,S,13>1:50
22.8598437s,S,5>16:50
22.8598437s,S,5>24:50
22.8648452s,S,8>18:50
22.8648452s,S,12>23:50
22.8698456s,S,1>21:52
22.8698456s,S,4>8:50
22.8698456s,S,5>23:52
22.870846s,S,17>7:50
22.8748471s,S,20>7:50
22.8748471s,S,1>23:50
22.8748471s,S,1>20:50
22.8778478s,S,25>9:50
22.8778478s,S,25>22:50
22.8778478s,S,26>2:50
22.8778478s,S,26>8:50
22.8798486s,D,23>26:10000000
22.8798486s,S,7>11:50
22.8798486s,C,23>9
22.8798486s,S,8>9:50
22.8798486s,C,9>23
22.8798486s,C,23>9
22.8798486s,C,9>23
22.8798486s,S,23>26:51
22.8798486s,C,26>4
22.8798486s,C,26>4
22.8798486s,C,4>26
22.8798486s,C,4>26
22.8808491s,S,19>20:50
22.8808491s,S,19>3:50
22.8838489s,S,18>1:50
22.8838489s,S,8>22:52
22.8858497s,S,18>9:50
22.88785s,S,19>2:50
22.8888507s,S,11>0:50
22.8908506s,S,26>7:52
22.8918511s,S,11>7:50
22.8918511s,S,10>4:50
22.8928512s,S,15>5:50
22.894852s,S,13>22:50
22.894852s,S,8>11:50
22.8958525s,S,24>19:52
22.8968526s,S,8>17:50
22.8968526s,D,22>2:13000000
22.8968526s,C,22>4
22.8968526s,S,22>2:51
22.8968526s,C,4>22
22.8968526s,C,22>4
22.8968526s,C,4>22
22.9008531s,S,1>26:50
22.9018547s,S,23>17:50
22.9038547s,S,14>16:50
22.9038547s,S,24>0:50
22.9038547s,S,7>4:50
22.9058538s,S,16>1:50
22.9058538s,S,20>1:50
22.9058538s,S,16>24:52
22.9068542s,S,4>10:50
22.9078543s,S,7>5:50
22.9078543s,S,7>8:50
22.9088547s,S,2>18:50
22.9088547s,D,7>25:18000000
22.9088547s,C,25>22
22.9088547s,C,7>3
22.9088547s,C,25>22
22.9088547s,C,7>3
22.9088547s,C,22>25
22.9088547s,S,7>25:51
22.9088547s,C,3>7
22.9088547s,C,22>25
22.9088547s,C,3>7
22.9098549s,D,19>26:14000000
22.9098549s,S,23>20:50
22.9098549s,C,26>23
22.9098549s,C,26>23
22.9098549s,C,23>26
22.9098549s,S,19>26:51
22.9098549s,C,23>26
22.9108553s,S,18>24:50
22.9108553s,S,23>1:51
22.911856s,S,21>6:51
22.911856s,S,22>14:50
22.9128564s,S,10>20:50
22.9138566s,S,22>1:50
22.9138566s,S,26>1:50
22.9188566s,S,22>12:50
22.9198574s,S,18>7:50
22.9198574s,S,19>1:50
22.9198574s,S,1>0:50
22.9208575s,S,12>22:50
22.9268597s,S,6>26:51
22.9268597s,S,23>6:52
22.9278599s,D,4>22:12000000
22.9278599s,S,4>22:51
22.9288603s,S,20>22:51
22.9288603s,S,22>13:50
22.9318598s,S,20>0:50
22.9318598s,S,20>14:50
22.9348611s,S,26>11:50
22.9358612s,S,7>18:50
22.9358612s,S,7>1:50
22.9358612s,S,20>19:50
22.9368616s,S,10>7:50
22.9398626s,S,25>13:50
22.9398626s,S,12>20:50
22.9398626s,S,25>9:50
22.9428633s,S,10>4:50
22.9458631s,S,19>4:50
22.9458631s,S,20>4:50
22.9458631s,S,13>25:50
22.9458631s,S,6>17:50
22.9458631s,S,1>16:50
22.9508649s,S,15>26:50
22.9508649s,S,15>14:50
22.951865s,S,2>9:50
22.951865s,S,5>25:50
22.951865s,S,7>11:50
22.9528652s,S,7>10:50
22.9528652s,S,4>19:50
22.9538659s,S,26>14:50
22.954866s,S,5>10:50
22.956866s,S,23>1:50
22.956866s,S,23>15:51
22.956866s,S,1>23:52
22.9598667s,S,26>17:50
22.9598667s,S,2>6:50
22.9628671s,S,22>5:51
22.9628671s,S,2>22:52
22.9638684s,S,7>13:50
22.965868s,S,19>13:50
22.965868s,S,19>2:50
22.9688684s,S,24>7:51
22.9688684s,S,14>15:50
22.9688684s,S,14>3:50
22.9688684s,S,6>24:52
22.9728701s,S,15>9:50
22.9748701s,S,20>10:50
22.9768706s,S,18>9:50
22.9788715s,S,11>26:50
22.9798716s,S,22>13:50
22.980872s,S,16>5:50
22.980872s,S,26>10:50
22.980872s,S,5>19:50
22.9828726s,S,19>18:51
22.9828726s,S,26>19:52
22.9848723s,S,5>16:50
22.9858727s,S,20>12:50
22.9858727s,S,22>1:50
22.9878732s,S,22>4:52
22.9878732s,S,12>8:50
22.9878732s,S,22>14:50
22.9908733s,S,7>6:50
22.9908733s,S,7>17:50
22.9918735s,S,18>6:50
22.9928739s,S,10>21:50
22.9928739s,S,10>7:50
22.998875s,S,14>18:50
22.9998754s,S,25>7:52
22.9998754s,S,25>0:50
23.0008755s,S,20>16:50
23.0018759s,S,19>3:50
23.0018759s,S,19>12:50
23.0038765s,S,18>24:50
23.0038765s,S,1>23:50
23.0038765s,S,23>5:50
23.005877s,S,26>6:50
23.0088771s,S,7>8:50
23.0088771s,S,10>9:50
23.0088771s,S,7>18:50
23.0108777s,S,23>12:50
23.0108777s,S,1>10:50
23.0108777s,S,25>23:50
23.0118781s,S,21>6:50
23.0118781s,S,6>21:52
23.0148788s,S,7>22:50
23.0178795s,S,13>8:50
23.0188808s,S,2>26:51
23.0188808s,S,26>9:50
23.0208816s,S,1>20:50
23.0218818s,D,21>11:10000000
23.0218818s,S,24>3:50
23.0218818s,C,21>13
23.0218818s,C,21>13
23.0218818s,C,13>21
23.0218818s,S,21>11:51
23.0218818s,C,13>21
23.0238811s,S,4>22:50
23.0238811s,S,6>7:50
23.0238811s,S,11>10:50
23.0268815s,S,26>2:50
23.0288839s,S,12>18:50
23.0288839s,S,15>16:50
23.0288839s,S,14>2:50
23.0308826s,S,22>3:50
23.033883s,D,25>24:23000000
23.033883s,C,24>2
23.033883s,C,25>13
23.033883s,C,24>2
23.033883s,C,25>13
23.033883s,C,2>24
23.033883s,C,13>25
23.033883s,C,2>24
23.033883s,C,13>25
23.033883s,S,25>24:51
23.0348835s,S,10>5:50
23.0358836s,S,24>23:50
23.0388843s,S,11>26:51
23.0388843s,S,22>20:52
23.0408845s,S,5>24:50
23.041885s,S,22>7:50
23.0438852s,S,10>15:50
23.0448856s,S,13>0:50
23.0458858s,S,20>15:50
23.0458858s,S,7>19:50
23.0468862s,S,12>19:50
23.0468862s,S,20>14:50
23.0468862s,S,15>1:50
23.0478863s,S,4>8:50
23.0488873s,D,6>25:25000000
23.0488873s,S,15>22:50
23.0488873s,S,1>6:50
23.0488873s,C,6>17
23.0488873s,C,25>10
23.0488873s,C,17>6
23.0488873s,C,25>10
23.0488873s,C,6>17
23.0488873s,C,10>25
23.0488873s,S,6>25:51
23.0488873s,C,17>6
23.0488873s,C,10>25
23.0508867s,S,1>22:50
23.0508867s,S,19>18:50
23.0508867s,S,18>19:52
23.0518877s,S,15>23:52
23.0538874s,S,19>15:50
23.0548884s,S,7>10:50
23.0578882s,D,16>25:22000000
23.0578882s,S,20>3:50
23.0578882s,C,25>14
23.0578882s,C,25>14
23.0578882s,S,16>25:51
23.0578882s,C,14>25
23.0578882s,C,14>25
23.0588886s,D,20>26:20000000
23.0588886s,C,26>11
23.0588886s,C,26>11
23.0588886s,C,11>26
23.0588886s,C,20>1
23.0588886s,C,11>26
23.0588886s,C,20>1
23.0588886s,S,20>26:51
23.0588886s,C,1>20
23.0588886s,C,1>20
23.0598891s,S,14>6:50
23.0638899s,D,23>7:12000000
23.0638899s,S,5>22:52
23.0638899s,S,24>1:51
23.0638899s,S,7>24:52
23.0638899s,S,23>7:51
23.0638899s,S,22>6:51
23.0638899s,C,7>22
23.0638899s,C,22>7
23.0638899s,C,7>22
23.0638899s,C,22>7
23.06489s,S,7>17:50
23.0658901s,S,23>2:50
23.0668906s,S,19>4:50
23.0708922s,D,19>25:20000000
23.0708922s,S,20>7:50
23.0708922s,C,25>24
23.0708922s,C,19>1
23.0708922s,C,24>25
23.0708922s,C,1>19
23.0708922s,S,19>25:51
23.0708922s,C,25>24
23.0708922s,C,19>1
23.0708922s,C,24>25
23.0708922s,C,1>19
23.0718933s,S,7>18:50
23.0718933s,S,5>7:50
23.0718933s,S,11>21:52
23.0778932s,S,1>23:50
23.0778932s,S,20>19:50
23.0778932s,S,20>0:50
23.0788936s,S,12>26:50
23.0808935s,S,25>11:51
23.0808935s,S,14>19:50
23.081894s,S,26>0:50
23.081894s,S,26>2:52
23.0828944s,S,4>10:50
23.0838945s,S,18>6:50
23.0848947s,D,21>7:13000000
23.0848947s,C,7>4
23.0848947s,C,21>25
23.0848947s,C,7>4
23.0848947s,C,21>25
23.0848947s,C,4>7
23.0848947s,C,25>21
23.0848947s,S,21>7:51
23.0848947s,C,4>7
23.0848947s,C,25>21
23.087895s,S,22>3:50
23.0898959s,S,7>25:50
23.090896s,S,25>12:50
23.0918962s,S,20>24:50
23.0928963s,S,5>21:50
23.0938964s,D,2>25:17000000
23.0938964s,S,23>18:50
23.0938964s,S,2>25:51
23.095897s,S,7>8:50
23.0998981s,S,14>22:50
23.0998981s,S,24>0:50
23.1018986s,S,16>14:50
23.1018986s,S,26>14:50
23.1018986s,S,26>6:52
23.1028991s,S,24>16:50
23.1059s,S,5>26:50
23.1099003s,S,7>26:50
23.1119011s,S,21>23:50
23.1149015s,S,21>0:50
23.1159019s,S,19>18:50
23.1159019s,S,19>12:50
23.1199027s,S,10>26:50
23.1199027s,S,10>5:50
23.1209029s,S,23>21:50
23.1219033s,S,24>11:50
23.1229037s,S,1>0:50
23.1229037s,S,12>15:50
23.1249043s,S,7>23:52
23.1259044s,S,7>1:50
23.1259044s,S,7>19:50
23.1269045s,S,25>23:50
23.1269045s,S,7>17:50
23.1279046s,S,4>19:50
23.1289051s,S,6>10:50
23.133906s,S,12>13:50
23.133906s,S,20>2:50
23.1349061s,S,10>20:50
23.1369067s,S,15>5:50
23.1369067s,S,19>7:50
23.1399071s,S,1>22:50
23.1399071s,S,1>6:50
23.1409072s,D,23>16:16000000
23.1409072s,C,23>25
23.1409072s,C,23>25
23.1409072s,S,23>16:51
23.1409072s,C,25>23
23.1409072s,C,25>23
23.1419076s,S,7>10:50
23.1439079s,S,22>16:50
23.144908s,S,1>24:52
23.1479087s,S,23>15:50
23.1489091s,S,20>10:50
23.1509097s,S,7>21:52
23.15291s,S,20>22:50
23.1539101s,S,15>16:50
23.1539101s,S,15>9:50
23.1549105s,D,18>25:15000000
23.1549105s,S,15>17:50
23.1549105s,C,18>23
23.1549105s,C,18>23
23.1549105s,S,18>25:51
23.1549105s,C,23>18
23.1549105s,C,23>18
23.1559106s,S,25>1:51
23.1559106s,S,11>25:52
23.1589113s,S,24>13:50
23.1599115s,S,26>20:52
23.1629136s,D,24>2:18000000
23.1629136s,C,2>22
23.1629136s,C,22>2
23.1629136s,S,24>2:51
23.1629136s,C,2>22
23.1629136s,C,22>2
23.1659134s,S,10>6:50
23.1659134s,S,5>16:50
23.1669144s,S,21>11:50
23.1669144s,S,21>23:50
23.1669144s,S,26>9:50
23.1669144s,S,14>23:50
23.1689141s,S,6>22:52
23.1689141s,S,19>20:50
23.1689141s,S,22>4:51
23.1699142s,S,16>23:51
23.1699142s,S,25>16:52
23.1709143s,S,25>19:52
23.1709143s,S,7>20:50
23.1729146s,D,14>25:19000000
23.1729146s,S,5>10:50
23.1729146s,S,14>25:51
23.1729146s,C,25>6
23.1729146s,C,25>6
23.1729146s,C,6>25
23.1729146s,C,6>25
23.173915s,S,18>1:50
23.1759156s,S,25>0:50
23.1759156s,S,25>12:50
23.1769157s,S,23>21:50
23.1769157s,S,23>17:50
23.1779158s,S,26>18:50
23.1779158s,D,20>13:18000000
23.1779158s,C,20>3
23.1779158s,S,20>13:51
23.1779158s,C,20>3
23.1779158s,C,3>20
23.1779158s,C,3>20
23.1789163s,S,25>2:52
23.179917s,S,7>5:50
23.179917s,S,12>6:50
23.1819167s,S,19>24:50
23.1849176s,S,23>14:50
23.1879183s,S,5>23:50
23.1909193s,S,19>14:50
23.1909193s,S,20>23:50
23.1969201s,S,16>11:50
23.1969201s,S,5>19:50
23.1979205s,S,20>12:50
23.1979205s,S,4>22:50
23.2019216s,S,24>1:50
23.204922s,S,10>11:50
23.2079239s,S,7>1:50
23.2079239s,S,7>19:50
23.2129239s,S,1>10:50
23.2149254s,S,21>17:50
23.2169256s,S,7>21:50
23.2179257s,S,19>13:50
23.2179257s,S,21>4:50
23.2209279s,S,6>18:50
23.2209279s,S,24>18:50
23.2229273s,S,21>11:50
23.2229273s,S,23>1:50
23.2229273s,S,21>23:50
23.2239268s,S,20>19:50
23.2239268s,S,12>22:50
23.2239268s,S,20>0:50
23.2239268s,S,26>1:50
23.2249272s,S,26>19:51
23.2279282s,S,20>4:50
23.2289283s,S,15>22:50
23.2299288s,S,25>18:52
23.2319282s,S,10>9:50
23.2319282s,S,25>5:50
23.2319282s,S,1>15:50
23.2319282s,S,24>23:50
23.2319282s,S,14>20:50
23.2319282s,S,1>25:52
23.2319282s,S,23>0:50
23.2509333s,S,20>15:50
23.2509333s,D,23>19:14000000
23.2509333s,S,23>19:51
23.2509333s,S,22>11:50
23.2509333s,C,19>5
23.2509333s,C,5>19
23.2509333s,C,5>19
23.2509333s,C,19>5
23.2509333s,S,23>20:50
23.2509333s,D,22>9:8000000
23.2509333s,S,22>9:51
23.2659358s,S,5>22:50
23.2659358s,S,20>26:50
23.2659358s,S,24>17:50
23.2659358s,S,15>18:50
23.2659358s,S,10>20:50
23.298943s,S,25>14:50
23.298943s,S,2>16:50
23.298943s,S,10>2:50
23.298943s,S,25>12:51
23.298943s,S,5>24:50
23.298943s,S,7>6:50
23.3149469s,S,13>20:52
23.315947s,S,22>0:50
23.315947s,S,20>14:50
23.315947s,S,2>24:52
23.3169471s,S,23>16:52
23.3169471s,S,23>4:50
23.3169471s,S,16>23:52
23.3169471s,S,26>12:50
23.3169471s,S,23>5:50
23.3179478s,S,14>26:51
23.3179478s,S,14>25:50
23.3179478s,S,15>1:50
23.3179478s,S,15>16:50
23.3179478s,S,15>26:51
23.3189477s,S,19>2:50
23.3189477s,S,19>13:50
23.3189477s,S,21>2:50
23.3189477s,S,21>4:50
23.3189477s,S,7>8:50
23.3189477s,S,7>5:50
23.3199481s,S,12>2:50
23.3199481s,S,19>26:50
23.3209485s,S,16>14:50
23.3209485s,S,7>13:50
23.3229485s,S,19>3:50
23.3229485s,S,10>5:50
23.3229485s,S,5>21:50
23.32795s,S,4>0:50
23.32795s,S,4>22:52
23.32795s,S,21>7:50
23.3319508s,S,16>4:50
23.3329513s,S,9>22:52
23.3329513s,S,19>17:50
23.3329513s,S,22>1:51
23.3329513s,D,24>10:16000000
23.3329513s,C,24>19
23.3329513s,S,24>10:51
23.3329513s,C,24>19
23.3329513s,C,19>24
23.3329513s,C,19>24
23.3349515s,S,5>8:50
23.3379519s,S,20>16:50
23.3419533s,S,22>20:50
23.3419533s,S,21>11:50
23.3419533s,S,20>10:50
23.3459541s,D,20>6:29000000
23.3459541s,C,20>13
23.3459541s,S,20>6:51
23.3459541s,C,13>20
23.3459541s,C,13>20
23.3459541s,C,20>13
23.3469545s,S,19>23:52
23.3489542s,S,24>5:50
23.3489542s,S,7>1:50
23.3509551s,S,24>13:50
23.3529556s,S,24>11:50
23.3569567s,D,23>3:9000000
23.3569567s,C,23>6
23.3569567s,S,23>3:51
23.3569567s,C,6>23
23.3569567s,C,6>23
23.3569567s,C,23>6
23.3569567s,S,12>8:50
23.3569567s,S,10>1:50
23.3619586s,S,1>25:51
23.3639219s,S,15>17:50
23.3669223s,S,7>10:50
23.3679233s,S,23>24:50
23.3679233s,S,24>23:50
23.370924s,D,26>4:10000000
23.370924s,C,26>1
23.370924s,C,1>26
23.370924s,S,26>4:51
23.370924s,C,1>26
23.370924s,C,26>1
23.3729242s,S,7>24:50
23.3729242s,S,6>12:50
23.3739246s,S,26>8:50
23.3759243s,S,21>9:50
23.3759243s,S,23>14:50
23.3759243s,S,15>19:50
23.379926s,S,23>12:50
23.3829264s,S,12>5:50
23.3839265s,S,26>14:52
23.3889275s,S,2>23:50
23.3889275s,S,25>17:51
23.3889275s,S,12>25:52
23.3899282s,S,19>4:50
23.3899282s,S,14>22:50
23.3919285s,S,25>11:50
23.3919285s,S,20>22:50
23.3919285s,S,20>19:50
23.3919285s,S,1>22:52
23.3929289s,S,21>4:50
23.3929289s,S,19>14:50
23.3929289s,S,19>26:52
23.3959293s,S,10>9:50
23.3959293s,S,21>5:50
23.3959293s,S,19>2:50
23.3959293s,S,25>14:52
23.3999298s,S,23>20:50
23.3999298s,S,16>0:50
23.3999298s,S,19>15:50
23.3999298s,S,12>23:50
23.3999298s,S,20>7:50
23.3999298s,S,5>25:50
23.4029311s,D,22>17:11000000
23.4029311s,S,22>17:51
23.404931s,S,3>23:52
23.4069313s,S,7>8:50
23.4069313s,S,7>6:50
23.4099323s,S,15>5:50
23.4099323s,S,10>11:50
23.4119328s,S,21>9:50
23.4119328s,S,21>16:50
23.4129335s,S,5>12:50
23.4159333s,S,16>15:50
23.4159333s,S,26>15:52
23.4159333s,S,10>24:52
23.4169343s,S,16>11:50
23.4169343s,S,20>15:50
23.4169343s,S,14>19:50
23.4199344s,S,7>5:50
23.4209352s,S,5>23:50
23.4209352s,S,23>0:50
23.4219359s,S,26>2:51
23.4219359s,S,4>26:52
23.4229366s,S,22>12:50
23.4229366s,S,7>21:50
23.4229366s,S,22>0:50
23.424936s,S,4>9:50
