t,c,d
9.2463578s,S,11>4:50
9.2493585s,S,6>5:50
9.2583602s,S,14>2:50
9.2583602s,S,15>12:50
9.2603608s,S,9>14:50
9.2683624s,S,6>14:50
9.2703627s,S,6>3:50
9.2743635s,S,3>7:50
9.2783643s,S,11>13:50
9.2803649s,S,5>12:50
9.2833653s,S,9>11:50
9.2873661s,S,11>14:50
9.292367s,S,15>0:50
9.292367s,S,15>5:50
9.2983684s,S,6>12:50
9.2993685s,S,0>5:50
9.3033694s,S,6>8:51
9.3033694s,S,2>8:50
9.3073702s,S,14>11:51
9.3073702s,S,9>10:50
9.3093707s,S,0>9:50
9.3093707s,S,5>11:50
9.3093707s,S,9>13:50
9.3143717s,S,11>0:50
9.3163722s,S,0>6:50
9.330372s,S,3>11:50
9.330372s,S,9>14:50
9.3333727s,S,9>11:50
9.3373738s,S,5>7:50
9.3463785s,S,2>13:50
9.3493792s,S,11>10:50
9.3583809s,S,9>13:50
9.3583809s,S,15>12:52
9.3703831s,S,14>4:51
9.3703831s,S,11>14:52
9.3713835s,S,3>13:50
9.3763845s,S,9>10:50
9.3763845s,S,5>14:50
9.3763845s,S,5>12:50
9.3803853s,S,6>3:50
9.3843861s,S,6>4:50
9.3843861s,S,6>5:50
9.3863655s,S,0>11:50
9.3873868s,S,6>8:50
9.3873868s,S,8>6:52
9.3913876s,S,11>9:50
9.3923877s,S,2>14:50
9.3983891s,S,6>14:50
9.3983891s,S,6>12:51
9.4053903s,S,11>12:50
9.4073909s,S,3>0:50
9.4173928s,S,11>1:50
9.4283951s,S,15>9:50
9.4323956s,S,4>14:52
9.433396s,S,15>1:50
9.433396s,S,15>0:50
9.4343962s,S,0>14:50
9.4373971s,S,5>11:50
9.4544002s,D,14>15
9.4544002s,S,14>15:51
9.4564005s,S,0>9:50
9.4564005s,S,11>4:50
9.4594012s,S,12>5:50
9.4624019s,S,11>2:50
9.463402s,S,2>15:50
9.4704035s,S,6>0:50
9.4724041s,S,5>12:50
9.4764049s,S,6>4:50
9.4784051s,S,0>12:50
9.4814058s,S,5>13:50
9.4974088s,S,3>10:50
9.4974088s,S,11>14:50
9.4994093s,S,6>12:50
9.4994093s,S,12>6:52
9.5094115s,S,6>3:50
9.5094115s,S,6>14:51
9.5134123s,S,11>8:50
9.5204136s,S,6>5:50
9.5294153s,S,15>13:50
9.5334161s,S,0>11:50
9.5374169s,S,3>6:50
9.5444184s,S,11>6:50
9.5574207s,S,11>10:50
9.5614218s,S,5>0:50
9.5644225s,S,14>9:51
9.5644225s,S,2>0:50
9.5644225s,S,15>14:52
9.5664228s,S,6>4:50
9.5674229s,S,5>14:50
9.5674229s,S,5>12:50
9.5744241s,S,15>0:50
9.5744241s,S,15>6:50
9.5994294s,S,11>9:50
9.5994294s,S,6>1:50
9.60143s,S,12>6:50
9.60143s,S,6>13:50
9.60143s,S,6>12:50
9.6114319s,S,6>7:50
9.6124323s,S,14>3:51
9.6124323s,S,9>14:52
9.6144326s,S,15>4:50
9.6204337s,S,6>15:51
9.6204337s,S,14>6:52
9.6254349s,S,11>1:50
9.6254349s,S,0>12:50
9.6284356s,S,3>14:50
9.6344367s,S,15>5:51
9.6344367s,S,11>5:50
9.6574411s,S,14>9:50
9.6654428s,S,2>10:50
9.6714441s,S,11>2:50
9.6724443s,S,5>13:50
9.6724443s,S,5>14:51
9.6744445s,S,14>5:51
9.6874471s,S,6>2:50
9.6894477s,S,3>12:50
9.6894477s,S,3>14:52
9.6954487s,S,6>13:50
9.6954487s,S,6>1:50
9.6974493s,S,5>6:50
9.7034504s,S,14>15:50
9.7034504s,S,12>8:50
9.7034504s,S,6>14:50
9.7034504s,S,6>12:50
9.7044508s,S,15>8:50
9.7154528s,S,2>7:50
9.7154528s,S,15>6:50
9.7174531s,S,6>9:50
9.7204538s,S,11>15:50
9.7264551s,S,0>3:50
9.7404587s,S,3>15:50
9.7444587s,S,12>9:50
9.7614624s,S,6>11:51
9.7704638s,S,15>9:51
9.7704638s,S,5>15:52
9.7784657s,S,5>14:50
9.7784657s,S,5>13:51
9.780466s,S,12>11:50
9.780466s,S,14>5:50
9.7824663s,S,2>11:50
9.7884676s,S,6>10:50
9.7884676s,S,6>2:50
9.7924685s,S,6>1:50
9.8144728s,S,14>0:50
9.8144728s,S,6>14:50
9.8144728s,S,6>3:50
9.8164734s,S,0>10:50
9.8304764s,S,12>10:50
9.8304764s,S,3>9:50
9.8324769s,S,5>7:50
9.8344772s,S,2>12:50
9.8464796s,S,15>3:51
9.8464796s,S,9>15:52
9.8524781s,S,11>6:52
9.8554785s,S,15>7:50
9.8554785s,S,15>6:52
9.8594617s,S,13>5:52
9.8794866s,S,6>11:50
9.8814868s,S,12>1:50
9.8834874s,S,5>13:50
9.8834874s,S,5>14:52
9.8874882s,S,14>6:50
9.8874882s,S,6>1:50
9.8874882s,S,14>5:52
9.8894885s,S,6>10:50
9.9044916s,S,6>5:50
9.9054917s,S,5>15:51
9.9274937s,S,14>10:50
9.938499s,S,15>2:51
9.938499s,S,12>13:50
9.938499s,S,3>15:52
9.9414997s,S,5>9:50
9.9625039s,S,15>10:50
9.9625039s,S,15>7:50
9.9705052s,S,6>15:50
9.9855083s,S,6>2:50
9.9855083s,S,6>1:51
9.9855083s,S,12>15:50
9.9875089s,S,14>13:50
9.9975108s,S,14>2:50
10.0145145s,S,5>10:50
10.0405196s,S,15>14:51
10.0405196s,S,2>15:52
10.0415201s,S,15>5:52
10.0425202s,S,14>3:50
10.0565229s,S,15>11:50
10.0695064s,S,14>8:50
10.0815256s,S,6>1:50
10.0815256s,S,1>6:52
10.0865265s,S,12>0:50
10.0865265s,S,6>10:50
10.0995294s,S,5>8:50
10.104516s,S,14>4:50
10.1105323s,S,6>8:50
10.121517s,S,14>7:50
10.1475216s,S,15>11:50
10.153523s,S,15>4:51
10.153523s,S,14>15:52
10.1655269s,S,14>5:50
10.1765497s,S,5>15:50
10.17855s,S,6>13:50
10.17855s,S,6>1:50
10.1885522s,S,12>7:50
10.192553s,S,6>0:50
10.1975539s,S,14>1:50
10.237563s,S,15>5:50
10.2455643s,S,4>15:52
10.2555665s,S,12>4:50
10.2635681s,S,14>12:50
10.2635681s,S,6>2:50
10.2635681s,S,6>13:50
10.2655687s,S,15>7:50
10.2715698s,S,14>6:50
10.2745705s,S,6>1:50
10.3065767s,S,12>14:50
10.3135785s,S,5>13:50
10.3345824s,S,14>11:50
10.3345824s,S,6>7:50
10.3375831s,S,12>15:51
10.3485854s,S,6>13:50
10.3635885s,S,6>10:50
10.3715902s,S,15>11:50
10.375591s,S,15>13:50
10.3765911s,S,12>2:50
10.3815921s,S,14>2:50
10.3935945s,S,5>0:50
10.3945946s,S,14>15:50
10.4346028s,S,6>2:50
10.4346028s,S,6>13:50
10.4376035s,S,12>3:50
10.4386036s,S,15>12:52
10.4416043s,S,6>9:50
10.4416043s,S,6>7:50
10.4516062s,S,14>8:50
10.460608s,S,15>4:50
10.4626085s,S,15>5:50
10.5025947s,S,14>7:50
10.5055957s,S,14>0:50
10.518617s,S,6>3:50
10.5296196s,S,5>6:50
10.5346235s,S,6>10:50
10.5346235s,S,6>2:50
10.5476264s,S,6>9:50
10.5516269s,S,15>0:50
10.5796127s,S,14>1:50
10.601617s,S,15>13:50
10.6116195s,S,6>5:50
10.6176203s,S,14>10:50
10.6256207s,S,6>11:50
10.6266212s,S,6>0:50
10.6366236s,S,6>10:50
10.6456254s,S,14>12:50
10.6686308s,S,5>7:50
10.6776328s,S,14>13:50
10.6866357s,S,15>4:50
10.6936381s,S,15>6:50
10.7166608s,S,6>15:50
10.7176612s,S,14>11:50
10.7346649s,S,14>3:50
10.7476681s,S,6>4:50
10.7686755s,S,6>7:50
10.7686755s,S,6>0:50
10.7686755s,S,5>11:50
10.7776772s,S,15>12:50
10.7806779s,S,14>15:51
10.7946804s,S,14>4:50
10.8346888s,S,15>10:50
10.8386896s,S,6>12:50
10.8556734s,S,5>12:50
10.8556734s,S,14>9:50
10.8596909s,S,6>8:50
10.8766975s,S,6>9:50
10.8786978s,S,15>9:50
10.8927008s,S,15>14:52
10.9097042s,S,6>7:50
10.9267076s,S,15>12:50
10.9407103s,S,6>14:50
10.9407103s,S,6>0:50
10.9507122s,S,5>14:50
10.9517126s,S,6>11:50
10.9537129s,S,15>3:50
11.0157254s,S,6>9:50
11.0267277s,S,15>9:50
11.0427309s,S,6>15:50
11.0447312s,S,15>14:50
11.0517327s,S,6>1:50
11.082718s,S,6>12:50
11.0917201s,S,6>11:50
11.1027224s,S,15>3:50
11.156745s,S,15>0:50
11.1847618s,S,6>14:50
11.1847618s,S,6>8:50
11.1847618s,S,6>15:50
11.1927635s,S,15>14:50
11.2647778s,S,6>4:50
11.2957842s,S,6>3:50
11.2977848s,S,15>6:50
11.3037856s,S,15>14:51
11.3037856s,S,15>8:50
11.3257902s,S,6>8:50
11.3547961s,S,6>12:50
11.3868023s,S,6>5:50
11.3868023s,S,15>1:50
11.4138079s,S,15>9:51
11.4138079s,S,14>15:52
11.4378128s,S,15>10:50
11.4557975s,S,6>14:50
11.4828222s,S,15>2:50
11.4908238s,S,9>15:52
11.5238305s,S,6>4:50
11.5258307s,S,15>13:50
11.5298315s,S,15>8:50
11.5658395s,S,6>3:50
11.5678397s,S,15>11:50
11.6118288s,S,15>1:50
11.6138288s,S,15>4:50
11.6598392s,S,6>5:50
11.6608396s,S,15>5:50
11.7038496s,S,15>0:50
11.7078498s,S,15>2:50
11.7968908s,S,15>7:50
11.8439001s,S,15>6:50
11.9019121s,S,15>4:50
11.9849288s,S,15>10:50
11.9929305s,S,15>13:50
12.0779266s,S,15>12:50
12.0789271s,S,15>6:50
12.1779687s,S,15>9:50
12.2209779s,S,15>10:50
12.2539845s,S,15>3:50
12.3119936s,S,15>12:50
12.3450035s,S,15>14:50
12.4120172s,S,15>9:50
12.4560057s,S,15>8:50
12.4880137s,S,15>3:50
12.5370435s,S,15>1:50
12.5790311s,S,15>14:50
12.6160597s,D,16>0
12.6220584s,L,16
12.6340644s,S,15>2:50
12.6910762s,S,15>0:50
12.735089s,S,15>7:50
12.8321049s,S,15>1:50
12.8411064s,S,15>11:50
12.9271244s,S,15>2:50
12.9311249s,S,15>5:50
13.0271445s,S,15>8:50
13.0941374s,S,0>16:51
13.2201864s,S,16>0:52
13.3452127s,S,0>3:50
13.435231s,S,0>6:50
13.5772431s,S,0>9:50
13.591264s,S,16>0:51
13.6542775s,S,0>11:50
13.6802823s,D,9>16
13.6802823s,S,9>16:51
13.7182905s,S,0>16:52
13.7412947s,S,16>9:52
13.7452958s,S,0>12:50
13.8022863s,S,9>13:50
13.8223112s,S,9>14:50
13.8433157s,S,16>0:50
13.8453159s,S,0>10:50
13.8683207s,S,9>10:50
13.8943259s,S,9>11:50
13.9123297s,D,14>16
13.9123297s,S,14>16:51
13.9223316s,S,9>5:50
13.9283326s,D,10>16
13.9283326s,S,10>16:51
13.9363343s,S,0>1:50
13.9703416s,S,16>9:50
13.992346s,S,9>15:50
14.0053462s,S,16>10:52
14.0093467s,S,16>14:52
14.0363556s,S,0>5:50
14.0663618s,D,5>16
14.0663618s,S,5>16:51
14.0683624s,D,11>16
14.0683624s,S,11>16:51
14.0713601s,S,9>3:50
14.0823627s,S,10>15:50
14.0963657s,S,9>6:50
14.1063682s,S,14>7:50
14.1073684s,D,6>16
14.1073684s,S,6>16:51
14.1453604s,S,16>11:52
14.1703822s,D,3>16
14.1703822s,S,3>16:51
14.1723827s,S,9>1:50
14.1723827s,S,0>14:50
14.1743833s,S,10>3:50
14.1853856s,S,14>1:50
14.1883866s,S,16>5:52
14.2033897s,S,9>16:50
14.2153954s,S,10>11:50
14.2203963s,S,0>16:51
14.2223969s,S,11>8:50
14.2343993s,S,16>6:52
14.2454016s,S,16>3:52
14.2504026s,D,13>16
14.2504026s,S,13>16:51
14.2523826s,S,14>12:50
14.2544034s,S,11>6:50
14.2574038s,S,10>12:50
14.2644056s,S,9>4:50
14.2824091s,S,0>15:50
14.2914109s,S,9>7:50
14.3084146s,S,10>14:50
14.3084146s,S,5>10:50
14.3214171s,S,16>13:52
14.3224173s,S,14>11:50
14.3224173s,S,3>0:50
14.3324192s,S,9>2:50
14.3454217s,S,11>5:50
14.3454217s,S,16>0:52
14.3594247s,S,6>12:50
14.3674261s,S,9>12:50
14.3704268s,S,10>8:50
14.3824292s,S,14>8:50
14.3924314s,S,13>7:50
14.3934315s,S,5>8:50
14.400433s,S,10>9:50
14.4044339s,S,9>0:50
14.4144357s,S,3>8:50
14.4224374s,S,0>16:50
14.4254381s,S,10>2:50
14.4314391s,S,11>15:50
14.4344398s,S,14>10:50
14.4444417s,S,13>10:50
14.4444417s,S,3>7:50
14.4574443s,D,12>16
14.4574443s,S,12>16:51
14.4614454s,S,6>14:50
14.4704472s,S,5>15:50
14.4714473s,S,0>1:50
14.4784488s,S,10>6:50
14.4834474s,S,9>8:50
14.4844502s,S,13>1:50
14.495432s,S,14>13:50
14.5004329s,S,3>11:50
14.5164567s,D,15>16
14.5164567s,S,15>16:51
14.5224581s,S,11>7:50
14.5264589s,S,13>2:50
14.5414617s,S,3>13:50
14.5444627s,S,16>12:52
14.5494637s,S,0>2:50
14.5534645s,S,14>3:50
14.5674672s,S,0>5:50
14.5714689s,S,10>0:50
14.5724684s,S,13>14:50
14.5734686s,S,6>3:50
14.5784695s,S,11>3:50
14.5784695s,S,3>16:50
14.6084561s,S,5>16:50
14.616461s,S,14>4:50
14.623459s,S,11>13:50
14.630464s,S,13>5:50
14.630464s,S,12>0:50
14.6384659s,D,8>16
14.6384659s,S,8>16:51
14.6444643s,S,16>15:52
14.6514688s,S,0>4:50
14.6554696s,S,3>9:50
14.6624714s,S,11>0:50
14.6634715s,S,10>7:50
14.6664866s,S,6>5:50
14.6784893s,S,14>9:50
14.6804899s,S,3>10:50
14.7044778s,S,16>8:52
14.7064783s,S,0>14:50
14.7114969s,S,13>0:50
14.7184805s,S,16>9:51
14.7214817s,S,10>13:50
14.7224992s,S,3>6:50
14.7254826s,S,14>15:50
14.7304867s,S,5>9:50
14.7334871s,S,12>7:50
14.7424865s,S,0>7:50
14.7544913s,S,11>12:50
14.7585103s,S,10>16:50
14.7705125s,S,15>14:50
14.7705125s,S,8>13:50
14.7795145s,S,16>10:51
14.7795145s,S,9>16:52
14.7965179s,S,8>5:50
14.7985182s,S,13>6:50
14.8024973s,S,12>4:50
14.8035165s,S,6>4:50
14.8035165s,S,5>6:50
14.8065172s,S,11>4:50
14.8165018s,S,3>14:50
14.8185015s,S,0>15:50
14.8345074s,S,10>4:50
14.8385079s,S,14>0:50
14.8425087s,S,16>14:50
14.8475099s,S,11>14:50
14.8495102s,S,0>8:50
14.8525112s,S,12>14:50
14.8565202s,S,16>12:51
14.8565202s,S,10>16:52
14.8735242s,S,8>15:50
14.8745243s,S,10>1:50
14.8765249s,S,3>12:50
14.8825262s,S,15>0:50
14.8855269s,S,13>4:50
14.8955297s,S,6>1:50
14.9095353s,S,11>16:50
14.9115333s,D,1>16
14.9115333s,S,1>16:51
14.9235254s,S,10>5:50
14.9245262s,S,12>2:50
14.9245262s,S,13>11:50
14.9285273s,S,3>15:50
14.9305434s,S,0>13:50
14.9315438s,S,16>0:50
14.9395457s,S,16>10:50
14.9415313s,S,5>7:50
14.9455488s,S,16>8:51
14.9455488s,S,12>16:52
14.9505498s,S,14>16:50
14.9565336s,S,8>14:50
14.9605364s,S,0>16:50
14.9625352s,S,13>12:50
14.9865416s,S,12>3:50
14.9875438s,S,11>10:50
14.9905588s,S,6>2:50
14.9955428s,S,16>1:52
15.0065442s,S,10>16:51
15.0075446s,D,7>16
15.0075446s,S,7>16:51
15.0085451s,S,8>12:50
15.0095455s,S,13>3:50
15.0135639s,S,16>14:51
15.0135639s,S,8>16:52
15.0165646s,S,16>5:50
15.025549s,S,15>6:50
15.0305509s,S,11>9:50
15.031568s,S,16>11:50
15.0376529s,S,12>6:50
15.0445539s,S,5>11:50
15.0465541s,S,13>15:50
15.0485541s,S,14>5:50
15.0485541s,S,14>16:51
15.0515551s,S,8>11:50
15.0565569s,S,11>1:50
15.059557s,S,16>9:50
15.0755588s,S,1>10:50
15.0815602s,S,16>0:50
15.0825606s,D,2>16
15.0825606s,S,2>16:51
15.0835622s,S,8>6:50
15.085561s,S,16>10:52
15.0905625s,S,0>2:50
15.0935638s,S,6>10:50
15.0995646s,S,16>7:52
15.1045658s,S,11>2:50
15.1105675s,S,16>6:50
15.1215701s,S,16>14:50
15.1225693s,S,1>9:50
15.130571s,S,5>12:50
15.1345718s,S,13>8:50
15.1385729s,S,16>5:51
15.1385729s,S,16>11:50
15.1405732s,S,12>8:50
15.144574s,S,14>16:52
15.1455741s,S,11>16:51
15.1535763s,S,1>7:50
15.1545768s,S,14>2:50
15.1605781s,S,13>9:50
15.1635785s,S,8>4:50
15.1665792s,S,15>10:50
15.1685798s,S,16>2:52
15.1805998s,S,12>9:50
15.1805998s,S,13>16:50
15.1846053s,S,6>13:50
15.1896036s,S,5>16:51
15.1906037s,S,7>13:50
15.1916042s,S,0>4:50
15.196608s,S,8>1:50
15.2076074s,S,16>9:50
15.215612s,S,1>11:50
15.2176125s,S,12>11:50
15.2176125s,S,16>10:50
15.2176125s,S,16>14:52
15.2216134s,S,16>11:52
15.2255934s,S,14>6:50
15.2265938s,S,5>14:50
15.2346162s,S,6>16:51
15.2365966s,S,16>13:50
15.2365966s,S,16>6:50
15.2376169s,S,8>2:50
15.2406147s,S,16>3:50
15.2435992s,S,7>11:50
15.2566182s,S,2>7:50
15.2576184s,S,15>12:50
15.2626029s,S,1>15:50
15.2706212s,S,12>5:50
15.2706212s,S,6>7:50
15.2756225s,D,4>16
15.2756225s,S,4>16:51
15.2806234s,S,8>16:50
15.2826237s,S,0>7:50
15.2956268s,S,16>5:50
15.2986275s,S,16>11:51
15.3006281s,S,7>2:50
15.3106144s,S,16>7:50
15.3126132s,S,5>16:52
15.3156344s,S,16>14:50
15.3156344s,S,14>5:50
15.3176347s,S,16>12:50
15.3236153s,S,2>11:50
15.3336383s,S,5>13:50
15.3506417s,S,8>9:50
15.3526393s,S,16>4:52
15.3606254s,S,1>16:50
15.3606254s,S,15>9:50
15.3626444s,S,16>13:50
15.3626444s,S,16>6:52
15.3676453s,S,12>16:50
15.3676453s,S,7>12:50
15.3686458s,S,8>3:50
15.3756262s,S,2>12:50
15.3756262s,S,11>16:52
15.3796276s,S,6>9:50
15.3896473s,S,0>8:50
15.4006526s,S,8>7:50
15.4016527s,S,16>10:50
15.4046534s,S,16>7:50
15.4146556s,S,5>0:50
15.4176563s,S,16>11:50
15.4176563s,S,16>5:52
15.4236547s,S,14>16:50
15.4296379s,S,4>10:50
15.4346597s,S,7>15:50
15.4346597s,S,16>0:50
15.4366403s,S,2>16:50
15.4376606s,S,15>3:50
15.4426408s,S,1>0:50
15.4476628s,S,8>0:50
15.4536431s,S,12>10:50
15.4536431s,S,16>2:50
15.4566441s,S,6>11:50
15.471668s,S,4>7:50
15.4736478s,S,0>13:50
15.4796488s,S,16>1:50
15.4906512s,S,16>6:51
15.4906512s,S,6>8:50
15.504675s,S,12>1:50
15.5206577s,S,14>6:50
15.5216787s,S,2>0:50
15.5296803s,S,8>10:50
15.5296803s,S,15>8:50
15.5296803s,S,4>13:50
15.5396798s,S,1>14:50
15.5396798s,S,16>5:50
15.5396798s,S,16>4:50
15.5396798s,S,16>2:50
15.5426641s,S,7>0:50
15.544665s,S,12>16:51
15.5486845s,S,6>15:50
15.5536647s,S,5>0:50
15.5596672s,S,0>3:50
15.5636877s,S,16>9:50
15.5636877s,S,12>13:50
15.5636877s,S,16>15:50
15.5686886s,S,4>14:50
15.573669s,S,6>16:50
15.6066763s,S,1>12:50
15.6106783s,S,12>15:50
15.6136983s,S,15>1:50
15.6156992s,S,16>6:50
15.6156992s,S,16>3:51
15.6186996s,S,16>10:50
15.6246983s,S,2>10:50
15.6276826s,S,16>8:50
15.6307023s,S,4>12:50
15.6307023s,S,16>12:52
15.6366834s,S,14>2:50
15.6456846s,S,15>16:51
15.6487061s,S,7>4:50
15.6497062s,S,0>6:50
15.6647097s,S,1>13:50
15.6797131s,S,2>8:50
15.6837136s,S,4>15:50
15.6916944s,S,6>8:50
15.6916944s,S,5>6:50
15.6926957s,S,16>9:50
15.6936962s,S,16>13:51
15.6936962s,S,16>15:50
15.6936962s,S,16>8:50
15.6936962s,S,3>16:52
15.6967165s,S,16>11:50
15.6967165s,S,16>10:50
15.7007173s,S,6>0:50
15.7007173s,S,6>16:52
15.7077798s,S,1>6:50
15.7077798s,S,7>5:50
15.7106987s,S,15>2:50
15.7106987s,S,14>11:50
15.7237194s,S,2>13:50
15.7567264s,S,16>14:50
15.7617115s,S,16>3:50
15.7657314s,S,16>13:50
15.7657314s,S,13>16:52
15.7707118s,S,2>14:50
15.7737333s,S,14>8:50
15.7757333s,S,4>16:50
15.7757333s,S,16>11:50
15.7757333s,S,16>6:50
15.7937186s,S,0>9:50
15.8047368s,S,1>8:50
15.809738s,S,7>10:50
15.8127387s,S,15>16:50
15.8197235s,S,16>15:51
15.8267247s,S,6>16:50
15.8267247s,S,14>7:50
15.8267247s,S,16>2:50
15.8287258s,S,5>7:50
15.8377469s,S,16>8:50
15.8397475s,S,16>3:50
15.8397475s,S,16>12:50
15.8427482s,S,2>15:50
15.8427482s,S,6>7:50
15.8537285s,S,16>5:50
15.8537285s,S,4>0:50
15.8677532s,S,7>3:50
15.8707331s,S,0>11:50
15.9017577s,S,16>6:50
15.9017577s,S,16>13:50
15.9017577s,S,14>1:50
15.9147415s,S,16>4:50
15.9177422s,S,16>3:50
15.9247448s,S,7>6:50
15.9267659s,S,16>10:50
15.9267659s,S,16>12:50
15.9307667s,S,5>11:50
15.9407481s,S,15>7:50
15.9447501s,S,2>9:50
15.9467703s,S,4>9:50
15.9477704s,S,16>15:52
15.9477704s,S,15>16:52
15.9487705s,S,6>9:50
15.952769s,S,6>0:50
15.9657742s,S,0>12:50
15.9698433s,S,14>12:50
15.9737732s,S,16>8:50
15.9737732s,S,16>7:50
15.9757738s,S,4>6:50
15.9827779s,S,2>6:50
15.9937624s,S,16>3:50
16.0037713s,S,16>11:50
16.0037713s,S,16>10:50
16.0167654s,S,16>12:50
16.0187829s,S,5>12:50
16.0257671s,S,6>11:50
16.0297682s,S,16>13:50
16.031789s,S,7>8:50
16.0427702s,S,16>0:50
16.0427702s,S,14>4:50
16.0477923s,S,15>11:50
16.0677966s,S,4>8:50
16.0677966s,S,0>10:50
16.0757956s,S,16>15:50
16.0757956s,S,15>13:50
16.0757956s,S,16>8:50
16.0787793s,S,7>1:50
16.0797798s,S,16>11:50
16.0797798s,S,16>6:50
16.0997856s,S,7>16:51
16.1007857s,S,4>11:50
16.1027872s,S,16>10:50
16.1027872s,S,16>12:50
16.1048024s,S,14>9:50
16.1147867s,S,5>14:50
16.1157874s,S,6>15:50
16.139792s,S,15>5:50
16.1417931s,S,7>14:50
16.1527943s,S,14>15:50
16.1627973s,S,15>4:50
16.1697997s,S,16>0:50
16.1797999s,S,16>11:50
16.1908022s,S,16>12:50
16.1918032s,S,16>7:52
16.2028052s,S,16>1:50
16.2028052s,S,16>15:50
16.2078067s,S,16>6:50
16.2078067s,S,16>13:50
16.2178092s,S,7>16:50
16.2208313s,S,5>13:50
16.2548384s,S,15>12:50
16.2568389s,S,6>4:50
16.2638402s,S,14>0:50
16.2758426s,S,15>13:50
16.2778405s,S,16>3:50
16.2828409s,S,16>7:50
16.2828409s,S,7>4:50
16.2948445s,S,16>9:50
16.2948445s,S,16>0:50
16.3028329s,S,5>9:50
16.30985s,S,7>9:50
16.3288519s,S,16>1:50
16.3288519s,S,16>15:50
16.3358349s,S,16>6:50
16.3358349s,S,16>13:50
16.337856s,S,7>5:50
16.3468577s,S,6>12:50
16.3568599s,S,15>9:50
16.3568599s,S,16>14:50
16.3618407s,S,15>4:50
16.3748635s,S,5>10:50
16.376864s,S,14>10:50
16.40687s,S,16>7:50
16.4098707s,S,16>8:50
16.4198726s,S,16>9:50
16.431875s,S,15>3:50
16.4388765s,S,7>10:50
16.4388765s,S,14>13:50
16.4468781s,S,6>14:50
16.4518791s,S,16>5:50
16.4538794s,S,16>1:50
16.4538794s,S,16>15:50
16.4598807s,S,5>8:50
16.461881s,S,16>13:50
16.475884s,S,16>0:50
16.4818851s,S,16>14:50
16.494885s,S,14>3:50
16.494885s,S,7>3:50
16.5238733s,S,15>14:50
16.5348961s,S,16>7:50
16.5368964s,S,5>15:50
16.5508994s,S,7>6:50
16.5569004s,S,6>3:50
16.5739038s,S,16>3:50
16.5779049s,S,16>5:50
16.5789051s,S,16>1:50
16.5789051s,S,16>15:50
16.60091s,S,16>9:50
16.6249146s,S,16>2:50
16.6339164s,S,15>0:50
16.6469192s,S,6>5:50
16.6509198s,S,16>12:50
16.6569208s,S,7>8:50
16.660922s,S,16>14:50
16.671924s,S,5>16:50
16.6989296s,S,16>8:50
16.7019302s,S,7>1:50
16.7039305s,S,16>1:50
16.7099316s,S,16>4:50
16.7369372s,S,16>7:50
16.7569412s,S,16>5:50
16.7619422s,S,7>14:50
16.765943s,S,16>3:50
16.7739446s,S,15>6:50
16.7819463s,S,6>1:50
16.784947s,S,16>15:50
16.7869472s,S,16>0:50
16.8279555s,S,16>2:50
16.8369573s,S,7>16:50
16.8409584s,S,16>12:50
16.8779659s,S,6>13:50
16.9099721s,S,16>1:50
16.9119726s,S,16>9:50
16.9139729s,S,16>4:50
16.9149733s,S,15>10:50
16.9279756s,S,7>9:50
16.94798s,S,16>7:51
16.9629828s,S,6>2:50
16.969984s,S,7>13:50
16.9739851s,S,16>14:50
16.9899884s,S,16>0:50
16.9899884s,S,16>10:50
17.0069915s,S,15>16:50
17.0199941s,S,7>11:50
17.038998s,S,16>2:51
17.038998s,S,7>16:52
17.0640031s,S,6>10:50
17.0650035s,S,16>11:50
17.0700041s,S,16>5:50
17.0760029s,S,7>2:50
17.117994s,S,16>9:50
17.1269955s,S,16>13:51
17.1269955s,S,2>16:52
17.1309963s,S,16>3:50
17.132998s,S,15>8:50
17.1419989s,S,7>12:50
17.1419989s,S,16>6:50
17.1780259s,S,16>14:50
17.1910288s,S,16>8:50
17.1980306s,S,13>16:52
17.2070352s,S,16>12:50
17.2070352s,S,7>15:50
17.2130366s,S,15>1:50
17.2570456s,S,16>3:50
17.2670475s,S,16>13:50
17.2670475s,S,16>6:51
17.274049s,S,16>5:50
17.2920525s,S,16>2:50
17.3090562s,S,15>2:50
17.3120566s,S,7>0:50
17.3340615s,S,16>12:50
17.3340615s,S,16>3:50
17.3400415s,S,16>15:50
17.3780705s,S,16>4:50
17.3930733s,S,16>1:51
17.3930733s,S,6>16:52
17.3950739s,S,16>8:50
17.4100767s,S,15>7:50
17.4200786s,S,16>12:50
17.4540857s,S,16>10:50
17.4740898s,S,16>1:50
17.4740898s,S,16>15:51
17.4740898s,S,1>16:52
17.5061576s,S,16>7:50
17.5161023s,S,15>11:50
17.5311013s,S,16>11:50
17.5980946s,S,16>2:50
17.6000945s,S,15>16:52
17.6000945s,S,16>4:51
17.6070972s,S,16>6:50
17.6090966s,S,15>5:50
17.6761112s,S,4>16:52
17.683113s,S,16>4:50
17.7331237s,S,16>13:50
17.7581301s,S,16>10:50
17.8031419s,S,16>7:50
17.8331684s,S,16>11:50
17.8951615s,S,16>15:50
17.9121646s,S,16>6:50
18.0212088s,S,16>1:50
18.0382122s,S,16>13:50
18.1052072s,S,16>0:50
18.11121s,S,16>15:50
18.2332339s,S,16>9:50
18.2392355s,S,16>1:50
18.2942498s,S,16>14:50
18.3212718s,S,16>8:50
18.3892683s,S,16>0:50
18.3912871s,S,16>5:50
