t,c,d
9.2663107s,S,5>7:50
9.2683107s,S,9>8:50
9.2703112s,S,14>0:50
9.2733122s,S,14>13:50
9.279313s,S,12>1:51
9.2823137s,S,6>7:50
9.2863148s,S,0>11:50
9.2873152s,S,8>12:50
9.2903159s,S,15>10:51
9.2903159s,S,15>9:50
9.2903159s,S,3>15:52
9.2973177s,S,13>2:51
9.2973177s,S,5>13:52
9.2973177s,S,7>3:50
9.2973177s,S,5>11:50
9.2973177s,S,5>15:50
9.3013185s,S,0>8:50
9.3043189s,S,9>7:50
9.3093204s,S,14>15:50
9.3113207s,S,7>0:50
9.3133212s,S,4>12:50
9.3133212s,S,15>5:50
9.3133212s,S,15>13:50
9.3163222s,S,5>8:50
9.3163222s,S,5>12:52
9.3193226s,S,14>11:50
9.3193226s,S,7>9:50
9.3223233s,S,6>13:50
9.3243253s,S,12>14:50
9.3243253s,S,12>11:50
9.3293248s,S,8>10:50
9.3293248s,S,12>15:51
9.3293248s,S,1>12:52
9.3293248s,S,2>13:50
9.3293248s,S,2>6:50
9.330327s,S,14>1:50
9.3323258s,S,6>10:50
9.3323258s,S,6>0:50
9.338328s,S,0>2:50
9.3453295s,S,13>1:51
9.3513312s,S,5>9:50
9.3533308s,S,7>14:50
9.3563309s,S,6>2:50
9.3593319s,S,4>15:50
9.3593319s,S,6>8:50
9.3593319s,S,8>11:50
9.360332s,S,9>8:50
9.362332s,S,12>2:50
9.362332s,S,0>13:50
9.3653327s,S,14>13:50
9.3673338s,S,5>6:50
9.3693338s,S,4>6:50
9.3753352s,S,2>10:50
9.3753352s,S,8>15:50
9.3753352s,S,6>3:50
9.3753352s,S,2>13:52
9.3763356s,S,7>5:50
9.3813374s,S,13>3:51
9.3813374s,S,0>7:50
9.3813374s,S,1>13:52
9.3813374s,S,10>15:52
9.3813374s,S,14>9:50
9.3813374s,S,14>0:50
9.3813374s,S,15>4:50
9.3833377s,S,10>2:51
9.3903483s,S,6>1:50
9.3913484s,S,14>8:50
9.3933489s,S,5>7:50
9.3953492s,S,12>11:50
9.3983499s,S,0>6:50
9.4053514s,S,9>1:51
9.4093428s,S,6>5:50
9.4173442s,S,7>15:50
9.419345s,S,13>4:51
9.419345s,S,3>13:52
9.4213453s,S,14>1:50
9.4233458s,S,14>5:50
9.4243459s,S,12>7:50
9.4243459s,S,6>7:50
9.4273475s,S,2>8:50
9.4303482s,S,12>2:51
9.4303482s,S,15>12:52
9.4303482s,S,2>13:50
9.4313489s,S,7>4:50
9.4343493s,S,2>10:52
9.4403501s,S,6>9:50
9.4413502s,S,0>11:50
9.4423503s,S,14>7:50
9.4433505s,S,14>3:50
9.4473522s,S,1>9:52
9.4493527s,S,15>5:50
9.4493527s,S,15>10:50
9.456353s,S,4>8:50
9.456353s,S,8>3:50
9.4573538s,S,6>14:50
9.4603542s,S,4>13:52
9.4673656s,S,6>15:50
9.4673656s,S,4>10:50
9.468366s,S,2>0:50
9.4743671s,S,15>9:50
9.477359s,S,2>11:50
9.477359s,S,15>3:50
9.477359s,S,7>8:50
9.4863608s,S,14>8:50
9.4873615s,S,8>2:50
9.4903619s,S,12>9:50
9.4903619s,S,0>10:50
9.4933623s,S,7>2:50
9.4933623s,S,12>2:50
9.4933623s,S,12>4:51
9.4933623s,S,4>11:50
9.4933623s,S,2>12:52
9.494363s,S,14>9:50
9.4953631s,S,5>7:50
9.5033647s,S,5>9:50
9.5053653s,S,14>15:50
9.5133666s,S,4>9:50
9.5173674s,S,0>13:50
9.5183679s,S,14>12:50
9.5223687s,S,7>11:50
9.5233691s,S,4>7:50
9.5233691s,S,7>8:50
9.5273696s,S,8>0:50
9.53037s,S,6>11:50
9.5313716s,S,14>10:50
9.5333707s,S,6>1:50
9.5373724s,S,14>3:50
9.5403728s,S,15>14:50
9.5403728s,S,0>12:50
9.5433737s,S,12>9:50
9.5433737s,S,12>3:50
9.5443739s,S,6>0:50
9.5493751s,S,4>12:52
9.5553765s,S,14>7:50
9.5553765s,S,2>12:50
9.5553765s,S,12>7:50
9.5583763s,S,4>14:50
9.5623774s,S,7>3:50
9.5623774s,S,7>11:51
9.5673798s,S,15>7:50
9.5673798s,S,15>4:50
9.5673798s,S,6>14:50
9.5673798s,S,6>4:50
9.5713803s,S,2>9:50
9.5813825s,S,0>15:50
9.5843832s,S,15>0:50
9.5883837s,S,5>10:50
9.5913841s,S,14>2:50
9.5913841s,S,14>6:50
9.5933846s,S,12>5:50
9.5933846s,S,12>3:50
9.5973855s,S,5>6:50
9.6043878s,S,7>11:50
9.6043878s,S,11>7:52
9.6043878s,S,7>12:51
9.6063875s,S,4>12:50
9.6073879s,S,8>6:50
9.6073879s,S,6>13:50
9.6153896s,S,14>5:50
9.6153896s,S,2>7:50
9.6153896s,S,14>15:50
9.6183908s,S,7>14:50
9.6213912s,S,2>15:50
9.6243919s,S,6>3:50
9.6243919s,S,12>9:50
9.6243919s,S,4>13:50
9.631394s,S,14>1:50
9.6413953s,S,0>1:50
9.6443969s,S,7>0:50
9.6443969s,S,12>13:50
9.6513986s,S,15>2:50
9.6634011s,S,6>8:50
9.6634011s,S,15>3:50
9.6634011s,S,6>4:50
9.6644015s,S,14>11:50
9.6704023s,S,7>5:51
9.6704023s,S,12>7:52
9.6734027s,S,5>14:50
9.6734027s,S,15>6:50
9.6744028s,S,12>3:50
9.6804045s,S,2>0:50
9.6864058s,S,6>10:50
9.6894062s,S,8>9:50
9.6914068s,S,12>10:50
9.6914068s,S,12>13:50
9.6924072s,S,14>2:50
9.6954085s,S,5>15:51
9.6954085s,S,6>5:50
9.6974087s,S,7>4:50
9.7104113s,S,14>13:50
9.7164127s,S,6>3:50
9.7164127s,S,6>15:50
9.7194131s,S,8>13:50
9.7234142s,S,0>3:50
9.7234142s,S,2>11:50
9.7264151s,S,15>11:50
9.7264151s,S,14>5:50
9.7264151s,S,12>5:50
9.7324162s,S,0>4:50
9.7324162s,S,5>9:50
9.7424196s,S,12>0:50
9.7424196s,S,12>10:50
9.7444198s,S,8>14:50
9.7444198s,S,6>9:50
9.7514205s,S,7>15:50
9.7524209s,S,15>1:50
9.7544211s,S,15>7:50
9.7574221s,S,7>2:50
9.7594224s,S,2>12:50
9.7624231s,S,14>11:50
9.7664242s,S,6>11:51
9.7664242s,S,14>1:50
9.7714254s,S,5>7:52
9.7774262s,S,6>7:50
9.7814288s,S,2>9:50
9.7944304s,S,8>4:50
9.8014328s,S,15>2:50
9.8074333s,S,14>13:50
9.8144348s,S,15>8:50
9.8184356s,S,5>10:50
9.8204359s,S,2>7:50
9.8224364s,S,12>13:50
9.8314385s,S,2>15:50
9.8324386s,S,15>5:52
9.8324386s,S,5>6:51
9.8324386s,S,6>0:50
9.8354393s,S,14>10:50
9.841441s,S,6>11:50
9.841441s,S,11>6:52
9.841441s,S,6>1:51
9.8444414s,S,15>0:50
9.8444414s,S,12>4:50
9.8444414s,S,12>0:50
9.8784496s,S,6>12:50
9.8784496s,S,6>15:50
9.8784496s,S,15>6:50
9.8854511s,S,7>9:50
9.8984537s,S,14>5:50
9.8984537s,S,12>10:50
9.8994538s,S,14>4:51
9.9154582s,S,15>12:50
9.9444646s,S,5>14:50
9.9444646s,S,15>1:50
9.9444646s,S,14>6:50
9.9554672s,S,12>6:50
9.9594675s,S,6>13:50
9.9624687s,S,6>2:51
9.9624687s,S,1>6:52
9.9624687s,S,6>1:50
9.966469s,S,7>5:50
9.9744712s,S,6>4:50
9.9844733s,S,4>14:52
9.9844733s,S,14>12:51
9.9854735s,S,12>4:50
9.9854735s,S,12>0:50
10.0014773s,S,6>10:50
10.0014773s,S,6>5:52
10.0014773s,S,15>11:50
10.0254828s,S,15>10:50
10.0294842s,S,15>8:50
10.0294842s,S,6>12:50
10.0294842s,S,14>8:50
10.0364848s,S,15>9:50
10.049488s,S,5>12:50
10.0544892s,S,14>1:51
10.0544892s,S,6>3:50
10.0544892s,S,12>14:52
10.0544892s,S,14>4:50
10.0564898s,S,12>5:50
10.0564898s,S,12>6:50
10.0634913s,S,6>13:51
10.0634913s,S,6>2:50
10.0634913s,S,2>6:52
10.0684925s,S,7>8:50
10.0694926s,S,6>8:50
10.0784955s,S,15>3:50
10.0804955s,S,14>3:50
10.0854959s,S,12>4:50
10.0924974s,S,6>7:50
10.1095013s,S,15>12:50
10.1175033s,S,15>14:50
10.1185034s,S,8>2:51
10.1185034s,S,7>11:50
10.1185034s,S,14>15:51
10.1185034s,S,1>14:52
10.1265056s,S,15>4:50
10.1315068s,S,14>8:50
10.1365078s,S,5>9:50
10.1455095s,S,6>15:50
10.1455095s,S,5>8:50
10.1505108s,S,6>9:50
10.1515112s,S,13>6:52
10.1565121s,S,12>8:50
10.1585127s,S,12>6:50
10.1595128s,S,7>3:50
10.1595128s,S,2>8:52
10.1635136s,S,6>14:50
10.1635136s,S,6>2:50
10.1725157s,S,15>9:50
10.181518s,S,14>3:50
10.196522s,S,12>1:50
10.196522s,S,12>8:50
10.2025225s,S,6>7:51
10.2025225s,S,6>1:50
10.2095243s,S,15>10:50
10.2155254s,S,7>14:50
10.2215268s,S,15>3:50
10.2225272s,S,5>10:50
10.2275281s,S,15>13:50
10.2285283s,S,14>15:50
10.2285283s,S,15>14:52
10.2395309s,S,6>4:50
10.241532s,S,6>11:50
10.2495336s,S,12>15:50
10.2495336s,S,12>1:50
10.2635369s,S,15>4:50
10.2855418s,S,6>12:50
10.2905425s,S,7>4:50
10.3085475s,S,6>5:51
10.3085475s,S,7>6:52
10.3095482s,S,5>14:50
10.3155496s,S,15>5:50
10.3175489s,S,6>13:50
10.3345532s,S,6>11:50
10.3395541s,S,15>14:50
10.3395541s,S,14>15:50
10.3505565s,S,7>2:50
10.3515566s,S,12>11:50
10.3515566s,S,12>15:50
10.3815631s,S,15>8:51
10.3855642s,S,6>2:50
10.3865641s,S,12>2:50
10.4095694s,S,6>13:50
10.4145709s,S,5>12:50
10.4145709s,S,6>1:50
10.4165718s,S,7>13:50
10.4455779s,S,6>5:50
10.4455779s,S,5>6:52
10.4465783s,S,12>7:50
10.4505791s,S,14>5:50
10.4505791s,S,15>13:50
10.461582s,S,8>15:52
10.461582s,S,15>10:51
10.4665827s,S,7>6:50
10.4865868s,S,6>14:50
10.5065914s,S,6>0:50
10.5115926s,S,5>8:50
10.5125937s,S,12>14:50
10.5355981s,S,15>5:50
10.5496011s,S,12>15:51
10.5536022s,S,10>15:52
10.5566032s,S,14>10:50
10.571606s,S,7>10:50
10.5806092s,S,6>5:50
10.587611s,S,5>7:50
10.617617s,S,14>6:50
10.6276189s,S,7>12:50
10.6436227s,S,15>13:50
10.6486237s,S,6>10:50
10.6486237s,S,6>0:50
10.6496247s,S,15>12:52
10.6716305s,S,15>0:50
10.6876328s,S,5>6:50
10.6936342s,S,7>1:50
10.7166407s,S,6>8:50
10.7276419s,S,14>4:50
10.728642s,S,15>5:50
10.7386442s,S,6>7:50
10.7896558s,S,6>10:50
10.7926559s,S,14>0:50
10.7976574s,S,6>9:50
10.8126608s,S,15>11:50
10.8226636s,S,5>0:50
10.8456689s,S,6>2:50
10.8656733s,S,15>10:50
10.879676s,S,6>7:50
10.8876791s,S,15>2:50
10.9026811s,S,14>9:50
10.9456908s,S,6>14:50
10.9566934s,S,15>14:50
10.9576941s,S,5>13:50
10.9646953s,S,14>7:50
10.9846996s,S,6>1:50
10.9846996s,S,6>7:50
10.9887005s,S,15>1:50
11.0377127s,S,5>11:50
11.0407134s,S,14>12:50
11.0567166s,S,6>3:50
11.0687188s,S,15>2:50
11.0907237s,S,6>1:50
11.1087281s,S,5>15:50
11.1127292s,S,14>2:50
11.1477367s,S,6>3:50
11.1477367s,S,6>15:50
11.1687418s,S,15>1:50
11.1807445s,S,6>0:50
11.182745s,S,14>11:50
11.2277547s,S,14>13:50
11.2607622s,S,15>0:50
11.2827677s,S,14>1:50
11.2887694s,S,6>12:50
11.2887694s,S,6>15:50
11.3217769s,S,6>10:50
11.3887912s,S,6>4:50
11.4027945s,S,15>11:50
11.4117968s,S,6>12:50
11.478812s,S,15>3:50
11.4838135s,S,6>13:50
11.5118192s,S,6>12:50
11.5118192s,S,6>2:50
11.5688322s,S,6>5:50
11.5698326s,S,15>9:50
11.6118416s,S,6>14:50
11.6118416s,S,6>2:50
11.6598537s,S,15>4:50
11.7060567s,S,6>8:50
11.7258773s,S,6>14:50
11.7258773s,S,6>3:50
11.7568749s,S,15>8:50
11.7888825s,S,6>9:50
11.8178884s,S,6>15:50
11.8369026s,S,15>12:50
11.8819029s,S,6>11:50
11.937916s,S,15>7:50
12.0449405s,S,15>6:50
